product_id,product_name,category,subcategory,brand,price,cost_price,stock_quantity
397,Toaster,Office,Equipment,Vertex,1447.05,828.63,461
398,Fiction Novel,Beauty,Fragrance,UrbanFit,1061.58,688.15,359
399,Desk Organizer,Clothing,Accessories,Optima,870.53,406.7,137
400,Webcam HD,Grocery,Organic,PureLife,693.05,424.07,32
401,External SSD 1TB,Sports,Team,SpeedPro,1432.32,767.2,275
402,Science Journal,oFFICE,Equipment,PureLife,499.14,315.65,36
403,Stapler,Home & Kitchen,Appliances,GreenLeaf,623.49,311.46,48
404,   Lipstick   ,Toys,Figures,UrbanFit,1208.34,556.06,179
405,Desk Lamp,Clothing,Footwear,   Optima   ,512.87,252.27,409
406,Perfume,Home & Kitchen,Appliances,UrbanFit,1289.73,737.98,456
407,Baseball Cap,Grocery,Pantry,ReadWell,763.45,461.82,302
408,Standing Desk,Office,Furniture,GreenLeaf,748.98,449.85,33
409,SHAMPOO,Grocery,Beverages,Vertex,216.36,120.29,339
000410,Stapler,Automotive,Parts,SpeedPro,846.67,434.44,251
411,Cable Organizer,Grocery,Organic,NovaTech,485.65,207.25,456
412,Paper Clips,Beauty,Skincare,SpeedPro,264.16,147.19,91
413,Laptop Stand,Clothing,Accessories,VERTEX,1366.43,631.03,352
414,Biography,Books,,HomeCraft,12.07,5.76,472
415,Yoga Mat,Sports,Equipment,GreenLeaf,311.28,125.49,354
416,Green Tea,Books,Fiction,ReadWell,197.68,121.48,355
417,Desk Organizer,Office,Supplies,GreenLeaf,433.22,240.64,18
418,Cable Organizer,Electronics,Displays,UrbanFit,171.54,108.2,339
419,Chino Pants,Beauty,Skincare,HomeCraft,1153.97,481.12,194
420,Biography,Books,Non-Fiction,Vertex,760.85,431.44,73
421,Dumbbell Set,Clothing,ACCESSORIES,,89.78,37.49,198
422,Cotton T-Shirt,Electronics,Audio,Vertex,,865.71,121
423,Kettle,Grocery,Organic,UrbanFit,520.98,269.1,131
424,Perfume,Toys,Games,PureLife,1111.3,579.81,452
425,Green Tea,Toys,Figures,HomeCraft,668.61,457.6,373
426,Shampoo,Automotive,Parts,Vertex,1351.02,621.23,172
427,Wool Scarf,Automotive,Parts,Vertex,991.17,587.14,294
428,Cast Iron Pan,Beauty,Makeup,Optima,230.26,152.61,346
429,External SSD 1TB,Electronics,Audio,ReadWell,133.19,67.78,465
430,GREEN TEA,Home & Kitchen,Storage,SpeedPro,715.25,404.61,240
431,Self Help Guide,Books,Fiction,SpeedPro,1036.49,653.14,300
432,Shampoo,Office,Furniture,Apex,1396.75,587.57,69
433,Building Blocks,Clothing,Women,GREENLEAF,1375.55,722.61,86
434,,Sports,Fitness,NovaTech,292.06,204.01,336
435,dESK lAMP,Electronics,Computing,sPEEDpRO,502.7,306.17,171
436,Notebook,Toys,Figures,Apex,1281.16,865.59,43
437,,Clothing,Men,Apex,1292.9,520.9,6
438,Basketball,Office,Stationery,Apex,1305.88,544.36,71
439,Desk Lamp,Clothing,Men,HomeCraft,282.42,129.68,253
440,DRESS SHIRT,Office,Stationery,HomeCraft,706.46,431.55,38
000441,Treadmill,Books,Non-Fiction,ReadWell,1135.64,704.82,271
442,Kettle,Home & Kitchen,Cookware,gREENlEAF,425.76,181.57,301
443,Shampoo,Office,Stationery,ReadWell,1048.61,518.06,381
444,Sun Glasses,Beauty,Makeup,GreenLeaf,68.83,30.47,384
445,Noise Cancelling HeadphonesΔ,Beauty,Makeup,HomeCraft,1310.67,678.12,76
446,Cast Iron Pan,Toys,Vehicles,SpeedPro,37.4,24.51,249
447,Bluetooth Speaker,Clothing,Men,HomeCraft,533.28,215.39,157
000448,Basketball,Office,Equipment,UrbanFit,947.53,654.87,32
449,Perfume,Books,Reference,ReadWell,628.41,360.18,169
450,Denim Jeans,Office,Furniture,PureLife,1448.37,620.88,384
451,Treadmill,Grocery,Organic,ReadWell,126.54,64.43,398
452,Toaster,Electronics,Accessories,PureLife,338.87,190.07,421
453,Chino Pants,Office,Stationery,SpeedPro,1436.79,927.56,5
454,   Chef Knife   ,Electronics,Audio,Optima,220.36,117.51,160
455,Self Help Guide✓,Books,Children,PureLife,686.63,445.99,192
456,,Toys,Vehicles,NovaTech,971.25,596.44,254
457,External SSD 1TB,Clothing,Women,Apex,214.16,120.69,268
000458,BUILDING BLOCKS,Automotive,Care,oPTIMA,1043.4,635.63,245
000459,Blender,hOME & kITCHEN,Appliances,SpeedPro,1138.99,469.31,301
460,Air Fryer,Electronics,Accessories,oPTIMA,876.19,514.18,136
000461,Notebook,Books,rEFERENCE,Optima,585.68,270.22,57
462,Cable Organizer,Books,Non-Fiction,ReadWell,1115.5,464.39,320
463,Kettle,Electronics,Accessories,SpeedPro,,176.86,200
000464,Sun Glasses,Grocery,,NovaTech,1381.61,945.07,476
000465,Olive Oil,Office,Furniture,ReadWell,575.21,233.95,394
000466,Cotton T-Shirt,Sports,Equipment,NovaTech,456.55,310.28,89
467,Ergonomic Chair,Grocery,Snacks,   SpeedPro   ,1088.58,706.64,211
468,Mechanical Keyboard,Electronics,Audio,ReadWell,867.25,395.83,353
469,Wireless Mouse,Electronics,Displays,Apex,1493.77,801.97,241
470,Perfume,Beauty,Haircare,ReadWell,989.6,595.54,455
471,Paper Clips,Toys,Building,UrbanFit,614.69,309.21,470
000472,Leather Belt,Automotive,Interior,SpeedPro,900.18,627.56,278
473,Cable Organizer,Sports,Outdoor,PureLife,865.31,448.65,336
474,bLENDER,Toys,Building,Optima,867.63,475.95,468
475,YOGA MAT,,Games,Apex,366.53,196.38,60
476,Moisturizer,Electronics,Accessories,   Vertex   ,994.06,407.02,163
477,Kettle,Toys,Building,   SpeedPro   ,1052.43,706.98,243
478,Ergonomic Chair,Clothing,Accessories,GreenLeaf,129.02,67.5,5
479,Noise Cancelling Headphones,Grocery,Pantry,NovaTech,1403.62,611.0,264
480,,Home & Kitchen,Cookware,NovaTech,443.61,276.53,334
481,Sunscreen,Home & Kitchen,Appliances,Apex,70.58,31.18,379
482,Noise Cancelling Headphones,Beauty,Makeup,ReadWell,659.95,402.97,34
483,Fiction Novel,Beauty,Makeup,Vertex,1317.27,604.57,337
484,Perfume,,Pantry,,838.26,533.49,57
485,Cookbook,Electronics,Accessories,GreenLeaf,880.42,408.72,88
486,pAPER cLIPS,Clothing,Women,UrbanFit,1288.74,806.78,429
487,Blender,Toys,Building,PureLife,1242.81,723.23,443
488,dENIM jEANS,Automotive,Parts,NovaTech,721.64,410.26,360
489,Leather Belt,Electronics,Accessories,Vertex,1160.5,571.48,485
490,Engine Oil,Office,Furniture,ReadWell,582.2,396.04,447
491,Notebook,Beauty,Haircare,ReadWell,345.61,207.68,96
492,Running Shoes,Sports,Outdoor,UrbanFit,1204.35,742.87,149
493,Chef Knife,Beauty,Haircare,GreenLeaf,899.2,399.16,310
494,COTTON T-SHIRT,Automotive,Parts,Vertex,,802.3,215
495,,Grocery,Pantry,Apex,1472.45,831.27,137
496,,Toys,Vehicles,HomeCraft,1388.98,813.24,292
497,Moisturizer,Home & Kitchen,Cookware,,1261.94,721.04,314
498,Cookbook,Clothing,Men,ReadWell,1215.27,573.16,157
499,Lipstick,Books,Fiction,sPEEDpRO,672.01,310.16,344
500,Stapler,Electronics,Displays,SpeedPro,516.71,269.31,111
208,Chef Knife,Grocery,Organic,SpeedPro,1430.86,723.84,459
141,Perfume,Books,Children,SpeedPro,1062.71,654.14,472
128,Cable Organizer,Home & Kitchen,Decor,UrbanFit,1019.08,443.51,263
367,Olive Oil,Toys,Building,HomeCraft,189.04,109.09,63
149,Cast Iron Pan,Sports,Fitness,SpeedPro,1422.81,963.34,431
000461,Notebook,Books,rEFERENCE,Optima,585.68,270.22,57
119,Almonds,Grocery,Pantry,Apex,256.23,157.51,82
195,Tire Cleaner,Grocery,Organic,UrbanFit,975.11,499.19,283
000308,Bluetooth Speaker,Automotive,Interior,UrbanFit,102.1,66.63,481
450,Denim Jeans,Office,Furniture,PureLife,1448.37,620.88,384
241,Honey Jar,Home & Kitchen,Storage,UrbanFit,418.96,211.81,368
492,Running Shoes,Sports,Outdoor,UrbanFit,1204.35,742.87,149
13,Fiction Novel,Toys,Vehicles,GreenLeaf,777.86,345.83,117
352,Dress Shirt,Beauty,Makeup,PureLife,733.92,412.15,93
479,Noise Cancelling Headphones,Grocery,Pantry,NovaTech,1403.62,611.0,264
