cohort_month,activity_month,cohort_size,active_customers,retention_pct
2024-10,2023-03,10,1,10.0
2024-10,2023-08,10,1,10.0
2024-10,2023-09,10,1,10.0
2024-10,2023-10,10,2,20.0
2024-10,2023-11,10,1,10.0
2024-10,2023-12,10,1,10.0
2024-10,2024-03,10,1,10.0
2024-10,2024-04,10,1,10.0
2024-10,2024-06,10,1,10.0
2024-10,2024-07,10,2,20.0
2024-10,2024-08,10,1,10.0
2024-10,2024-10,10,2,20.0
2024-10,2024-11,10,1,10.0
2024-10,2025-05,10,1,10.0
2024-10,2025-08,10,1,10.0
2024-10,2025-10,10,1,10.0
2024-10,2025-11,10,1,10.0
2024-10,2025-12,10,1,10.0
2024-10,2026-02,10,1,10.0
2024-10,2026-04,10,1,10.0
2024-11,2022-08,14,1,7.14
2024-11,2022-09,14,2,14.29
2024-11,2022-10,14,3,21.43
2024-11,2022-11,14,1,7.14
2024-11,2023-03,14,2,14.29
2024-11,2023-04,14,1,7.14
2024-11,2023-05,14,2,14.29
2024-11,2023-07,14,3,21.43
2024-11,2023-10,14,2,14.29
2024-11,2024-01,14,1,7.14
2024-11,2024-02,14,1,7.14
2024-11,2024-03,14,1,7.14
2024-11,2024-05,14,1,7.14
2024-11,2024-09,14,3,21.43
2024-11,2024-12,14,1,7.14
2024-11,2025-01,14,2,14.29
2024-11,2025-06,14,2,14.29
2024-11,2025-08,14,1,7.14
2024-11,2025-09,14,1,7.14
2024-11,2025-10,14,1,7.14
2024-11,2025-11,14,1,7.14
2024-11,2026-02,14,2,14.29
2024-11,2026-06,14,1,7.14
2024-11,2026-08,14,2,14.29
2024-12,2022-09,25,2,8.0
2024-12,2022-11,25,2,8.0
2024-12,2022-12,25,2,8.0
2024-12,2023-01,25,1,4.0
2024-12,2023-02,25,1,4.0
2024-12,2023-04,25,1,4.0
2024-12,2023-05,25,3,12.0
2024-12,2023-07,25,1,4.0
2024-12,2023-08,25,3,12.0
2024-12,2023-10,25,3,12.0
2024-12,2023-11,25,1,4.0
2024-12,2023-12,25,5,20.0
2024-12,2024-02,25,2,8.0
2024-12,2024-04,25,2,8.0
2024-12,2024-05,25,1,4.0
2024-12,2024-06,25,2,8.0
2024-12,2024-08,25,2,8.0
2024-12,2024-09,25,1,4.0
2024-12,2024-11,25,1,4.0
2024-12,2024-12,25,4,16.0
2024-12,2025-01,25,3,12.0
2024-12,2025-02,25,3,12.0
2024-12,2025-03,25,1,4.0
2024-12,2025-04,25,5,20.0
2024-12,2025-05,25,1,4.0
2024-12,2025-06,25,4,16.0
2024-12,2025-07,25,4,16.0
2024-12,2025-08,25,2,8.0
2024-12,2025-09,25,2,8.0
2024-12,2025-10,25,1,4.0
2024-12,2025-11,25,2,8.0
2024-12,2025-12,25,4,16.0
2024-12,2026-01,25,1,4.0
2024-12,2026-02,25,1,4.0
2024-12,2026-03,25,2,8.0
2024-12,2026-04,25,1,4.0
2024-12,2026-05,25,1,4.0
2024-12,2026-06,25,2,8.0
2024-12,2026-07,25,3,12.0
2024-12,2026-08,25,2,8.0
2025-01,2022-11,14,3,21.43
2025-01,2023-01,14,1,7.14
2025-01,2023-02,14,1,7.14
2025-01,2023-03,14,4,28.57
2025-01,2023-04,14,1,7.14
2025-01,2023-05,14,1,7.14
2025-01,2023-06,14,3,21.43
2025-01,2023-11,14,1,7.14
2025-01,2024-01,14,1,7.14
2025-01,2024-02,14,1,7.14
2025-01,2024-03,14,1,7.14
2025-01,2024-04,14,1,7.14
2025-01,2024-05,14,2,14.29
2025-01,2024-06,14,1,7.14
2025-01,2024-09,14,1,7.14
2025-01,2024-10,14,1,7.14
2025-01,2024-11,14,1,7.14
2025-01,2025-02,14,1,7.14
2025-01,2025-03,14,1,7.14
2025-01,2025-05,14,1,7.14
2025-01,2025-06,14,1,7.14
2025-01,2025-07,14,1,7.14
2025-01,2025-09,14,1,7.14
2025-01,2025-11,14,2,14.29
2025-01,2025-12,14,1,7.14
2025-01,2026-05,14,1,7.14
2025-01,2026-07,14,1,7.14
2025-02,2022-10,13,1,7.69
2025-02,2022-11,13,2,15.38
2025-02,2023-03,13,1,7.69
2025-02,2023-04,13,2,15.38
2025-02,2023-06,13,1,7.69
2025-02,2023-08,13,1,7.69
2025-02,2023-12,13,1,7.69
2025-02,2024-01,13,2,15.38
2025-02,2024-02,13,1,7.69
2025-02,2024-05,13,1,7.69
2025-02,2024-06,13,2,15.38
2025-02,2024-09,13,4,30.77
2025-02,2024-10,13,1,7.69
2025-02,2024-12,13,3,23.08
2025-02,2025-02,13,2,15.38
2025-02,2025-05,13,1,7.69
2025-02,2025-07,13,1,7.69
2025-02,2025-11,13,1,7.69
2025-02,2025-12,13,3,23.08
2025-02,2026-04,13,1,7.69
2025-02,2026-05,13,1,7.69
2025-02,2026-06,13,2,15.38
2025-02,2026-07,13,1,7.69
2025-02,2026-08,13,1,7.69
2025-03,2022-09,19,3,15.79
2025-03,2022-10,19,2,10.53
2025-03,2022-11,19,1,5.26
2025-03,2023-01,19,2,10.53
2025-03,2023-02,19,1,5.26
2025-03,2023-05,19,1,5.26
2025-03,2023-06,19,3,15.79
2025-03,2023-07,19,1,5.26
2025-03,2024-01,19,4,21.05
2025-03,2024-05,19,1,5.26
2025-03,2024-06,19,1,5.26
2025-03,2024-07,19,2,10.53
2025-03,2024-10,19,2,10.53
2025-03,2024-12,19,1,5.26
2025-03,2025-01,19,1,5.26
2025-03,2025-03,19,1,5.26
2025-03,2025-04,19,3,15.79
2025-03,2025-05,19,2,10.53
2025-03,2025-06,19,3,15.79
2025-03,2025-08,19,1,5.26
2025-03,2025-12,19,1,5.26
2025-03,2026-01,19,1,5.26
2025-03,2026-04,19,2,10.53
2025-03,2026-07,19,2,10.53
2025-03,2026-08,19,1,5.26
2025-04,2022-08,15,1,6.67
2025-04,2022-09,15,1,6.67
2025-04,2022-10,15,2,13.33
2025-04,2022-11,15,2,13.33
2025-04,2022-12,15,1,6.67
2025-04,2023-01,15,2,13.33
2025-04,2023-02,15,1,6.67
2025-04,2023-03,15,1,6.67
2025-04,2023-05,15,1,6.67
2025-04,2023-06,15,1,6.67
2025-04,2023-08,15,1,6.67
2025-04,2023-11,15,2,13.33
2025-04,2023-12,15,1,6.67
2025-04,2024-01,15,1,6.67
2025-04,2024-02,15,1,6.67
2025-04,2024-03,15,1,6.67
2025-04,2024-04,15,1,6.67
2025-04,2024-05,15,1,6.67
2025-04,2024-07,15,1,6.67
2025-04,2024-09,15,2,13.33
2025-04,2024-10,15,1,6.67
2025-04,2024-12,15,1,6.67
2025-04,2025-02,15,1,6.67
2025-04,2025-04,15,1,6.67
2025-04,2025-05,15,1,6.67
2025-04,2025-06,15,1,6.67
2025-04,2025-07,15,1,6.67
2025-04,2025-10,15,2,13.33
2025-04,2025-12,15,1,6.67
2025-04,2026-03,15,1,6.67
2025-04,2026-05,15,2,13.33
2025-04,2026-07,15,1,6.67
2025-04,2026-08,15,1,6.67
2025-05,2022-09,19,3,15.79
2025-05,2022-10,19,2,10.53
2025-05,2023-04,19,1,5.26
2025-05,2023-05,19,1,5.26
2025-05,2023-07,19,2,10.53
2025-05,2023-11,19,2,10.53
2025-05,2023-12,19,1,5.26
2025-05,2024-04,19,1,5.26
2025-05,2024-05,19,1,5.26
2025-05,2024-07,19,1,5.26
2025-05,2024-08,19,2,10.53
2025-05,2024-11,19,3,15.79
2025-05,2025-01,19,1,5.26
2025-05,2025-03,19,2,10.53
2025-05,2025-04,19,1,5.26
2025-05,2025-05,19,1,5.26
2025-05,2025-06,19,1,5.26
2025-05,2025-07,19,2,10.53
2025-05,2025-10,19,1,5.26
2025-05,2025-12,19,1,5.26
2025-05,2026-02,19,1,5.26
2025-05,2026-03,19,3,15.79
2025-05,2026-05,19,1,5.26
2025-05,2026-06,19,3,15.79
2025-05,2026-07,19,2,10.53
2025-05,2026-08,19,1,5.26
2025-06,2022-09,10,2,20.0
2025-06,2022-11,10,1,10.0
2025-06,2022-12,10,1,10.0
2025-06,2023-03,10,1,10.0
2025-06,2023-04,10,1,10.0
2025-06,2023-07,10,1,10.0
2025-06,2023-08,10,1,10.0
2025-06,2023-09,10,1,10.0
2025-06,2023-11,10,2,20.0
2025-06,2024-02,10,1,10.0
2025-06,2024-04,10,1,10.0
2025-06,2024-06,10,1,10.0
2025-06,2024-07,10,1,10.0
2025-06,2024-09,10,1,10.0
2025-06,2024-12,10,1,10.0
2025-06,2025-01,10,2,20.0
2025-06,2025-04,10,1,10.0
2025-06,2025-06,10,1,10.0
2025-06,2025-07,10,1,10.0
2025-06,2025-08,10,1,10.0
2025-06,2025-09,10,1,10.0
2025-06,2025-11,10,1,10.0
2025-06,2026-07,10,1,10.0
2025-07,2022-08,14,1,7.14
2025-07,2022-09,14,3,21.43
2025-07,2023-01,14,3,21.43
2025-07,2023-02,14,1,7.14
2025-07,2023-05,14,1,7.14
2025-07,2023-07,14,1,7.14
2025-07,2024-02,14,1,7.14
2025-07,2024-03,14,1,7.14
2025-07,2024-04,14,2,14.29
2025-07,2024-05,14,1,7.14
2025-07,2024-06,14,1,7.14
2025-07,2024-10,14,1,7.14
2025-07,2024-11,14,2,14.29
2025-07,2024-12,14,1,7.14
2025-07,2025-01,14,1,7.14
2025-07,2025-02,14,1,7.14
2025-07,2025-03,14,3,21.43
2025-07,2025-04,14,1,7.14
2025-07,2025-05,14,3,21.43
2025-07,2025-07,14,1,7.14
2025-07,2025-10,14,1,7.14
2025-07,2025-11,14,3,21.43
2025-07,2026-04,14,1,7.14
2025-07,2026-07,14,3,21.43
2025-07,2026-08,14,3,21.43
2025-08,2022-10,18,3,16.67
2025-08,2022-11,18,2,11.11
2025-08,2022-12,18,1,5.56
2025-08,2023-03,18,1,5.56
2025-08,2023-04,18,2,11.11
2025-08,2023-06,18,2,11.11
2025-08,2023-07,18,2,11.11
2025-08,2023-08,18,3,16.67
2025-08,2023-09,18,1,5.56
2025-08,2023-12,18,1,5.56
2025-08,2024-01,18,1,5.56
2025-08,2024-02,18,1,5.56
2025-08,2024-03,18,1,5.56
2025-08,2024-05,18,1,5.56
2025-08,2024-06,18,1,5.56
2025-08,2024-08,18,1,5.56
2025-08,2024-10,18,1,5.56
2025-08,2024-11,18,2,11.11
2025-08,2024-12,18,2,11.11
2025-08,2025-01,18,1,5.56
2025-08,2025-02,18,1,5.56
2025-08,2025-05,18,1,5.56
2025-08,2025-06,18,1,5.56
2025-08,2025-07,18,1,5.56
2025-08,2025-08,18,1,5.56
2025-08,2025-10,18,1,5.56
2025-08,2025-11,18,1,5.56
2025-08,2025-12,18,2,11.11
2025-08,2026-01,18,2,11.11
2025-08,2026-04,18,1,5.56
2025-08,2026-08,18,1,5.56
2025-09,2022-08,18,1,5.56
2025-09,2022-10,18,1,5.56
2025-09,2022-11,18,1,5.56
2025-09,2022-12,18,1,5.56
2025-09,2023-03,18,2,11.11
2025-09,2023-06,18,1,5.56
2025-09,2023-08,18,1,5.56
2025-09,2023-10,18,1,5.56
2025-09,2023-11,18,2,11.11
2025-09,2023-12,18,1,5.56
2025-09,2024-01,18,1,5.56
2025-09,2024-02,18,2,11.11
2025-09,2024-03,18,1,5.56
2025-09,2024-04,18,1,5.56
2025-09,2024-05,18,1,5.56
2025-09,2024-06,18,3,16.67
2025-09,2024-07,18,1,5.56
2025-09,2024-08,18,1,5.56
2025-09,2024-09,18,2,11.11
2025-09,2024-12,18,1,5.56
2025-09,2025-02,18,2,11.11
2025-09,2025-04,18,3,16.67
2025-09,2025-05,18,1,5.56
2025-09,2025-06,18,2,11.11
2025-09,2025-07,18,3,16.67
2025-09,2025-08,18,1,5.56
2025-09,2025-10,18,1,5.56
2025-09,2025-12,18,2,11.11
2025-09,2026-01,18,1,5.56
2025-09,2026-02,18,2,11.11
2025-09,2026-03,18,1,5.56
2025-09,2026-07,18,2,11.11
2025-10,2022-08,24,2,8.33
2025-10,2022-09,24,3,12.5
2025-10,2022-10,24,2,8.33
2025-10,2022-11,24,2,8.33
2025-10,2022-12,24,1,4.17
2025-10,2023-01,24,1,4.17
2025-10,2023-03,24,4,16.67
2025-10,2023-04,24,2,8.33
2025-10,2023-05,24,3,12.5
2025-10,2023-06,24,1,4.17
2025-10,2023-07,24,1,4.17
2025-10,2023-08,24,4,16.67
2025-10,2023-09,24,1,4.17
2025-10,2023-10,24,2,8.33
2025-10,2023-12,24,2,8.33
2025-10,2024-01,24,2,8.33
2025-10,2024-04,24,2,8.33
2025-10,2024-05,24,1,4.17
2025-10,2024-06,24,2,8.33
2025-10,2024-07,24,2,8.33
2025-10,2024-09,24,2,8.33
2025-10,2024-10,24,3,12.5
2025-10,2024-12,24,1,4.17
2025-10,2025-01,24,1,4.17
2025-10,2025-02,24,1,4.17
2025-10,2025-03,24,1,4.17
2025-10,2025-04,24,3,12.5
2025-10,2025-05,24,1,4.17
2025-10,2025-06,24,1,4.17
2025-10,2025-07,24,3,12.5
2025-10,2025-08,24,2,8.33
2025-10,2025-09,24,2,8.33
2025-10,2025-11,24,1,4.17
2025-10,2026-01,24,1,4.17
2025-10,2026-03,24,2,8.33
2025-10,2026-04,24,2,8.33
2025-10,2026-05,24,2,8.33
2025-10,2026-06,24,1,4.17
2025-10,2026-08,24,1,4.17
2025-11,2022-09,20,1,5.0
2025-11,2022-10,20,1,5.0
2025-11,2022-11,20,2,10.0
2025-11,2022-12,20,2,10.0
2025-11,2023-01,20,2,10.0
2025-11,2023-02,20,1,5.0
2025-11,2023-03,20,2,10.0
2025-11,2023-05,20,1,5.0
2025-11,2023-06,20,1,5.0
2025-11,2023-07,20,2,10.0
2025-11,2023-08,20,2,10.0
2025-11,2023-09,20,1,5.0
2025-11,2023-10,20,2,10.0
2025-11,2023-11,20,2,10.0
2025-11,2023-12,20,2,10.0
2025-11,2024-01,20,2,10.0
2025-11,2024-02,20,1,5.0
2025-11,2024-07,20,1,5.0
2025-11,2024-08,20,2,10.0
2025-11,2024-10,20,3,15.0
2025-11,2024-12,20,2,10.0
2025-11,2025-01,20,2,10.0
2025-11,2025-05,20,1,5.0
2025-11,2025-07,20,2,10.0
2025-11,2025-08,20,1,5.0
2025-11,2025-09,20,1,5.0
2025-11,2025-10,20,1,5.0
2025-11,2025-12,20,2,10.0
2025-11,2026-01,20,2,10.0
2025-11,2026-03,20,2,10.0
2025-11,2026-05,20,2,10.0
2025-11,2026-06,20,2,10.0
2025-11,2026-08,20,1,5.0
2025-12,2022-08,10,1,10.0
2025-12,2023-02,10,1,10.0
2025-12,2023-07,10,1,10.0
2025-12,2023-08,10,1,10.0
2025-12,2023-09,10,1,10.0
2025-12,2023-10,10,1,10.0
2025-12,2023-12,10,1,10.0
2025-12,2024-02,10,2,20.0
2025-12,2024-03,10,1,10.0
2025-12,2024-04,10,2,20.0
2025-12,2024-05,10,1,10.0
2025-12,2024-07,10,1,10.0
2025-12,2024-08,10,1,10.0
2025-12,2024-10,10,1,10.0
2025-12,2024-12,10,2,20.0
2025-12,2025-01,10,1,10.0
2025-12,2025-03,10,1,10.0
2025-12,2025-05,10,1,10.0
2025-12,2025-07,10,1,10.0
2025-12,2025-08,10,1,10.0
2025-12,2025-09,10,1,10.0
2025-12,2025-10,10,1,10.0
2025-12,2025-11,10,1,10.0
2025-12,2026-02,10,1,10.0
2025-12,2026-05,10,1,10.0
2026-01,2022-08,23,1,4.35
2026-01,2022-09,23,2,8.7
2026-01,2022-10,23,3,13.04
2026-01,2022-12,23,3,13.04
2026-01,2023-01,23,1,4.35
2026-01,2023-02,23,1,4.35
2026-01,2023-03,23,1,4.35
2026-01,2023-05,23,1,4.35
2026-01,2023-06,23,2,8.7
2026-01,2023-07,23,2,8.7
2026-01,2023-08,23,1,4.35
2026-01,2023-11,23,2,8.7
2026-01,2023-12,23,4,17.39
2026-01,2024-02,23,3,13.04
2026-01,2024-03,23,3,13.04
2026-01,2024-05,23,2,8.7
2026-01,2024-06,23,2,8.7
2026-01,2024-08,23,2,8.7
2026-01,2024-09,23,3,13.04
2026-01,2024-10,23,2,8.7
2026-01,2024-11,23,1,4.35
2026-01,2025-01,23,2,8.7
2026-01,2025-03,23,4,17.39
2026-01,2025-04,23,3,13.04
2026-01,2025-06,23,1,4.35
2026-01,2025-07,23,2,8.7
2026-01,2025-09,23,1,4.35
2026-01,2025-11,23,1,4.35
2026-01,2025-12,23,1,4.35
2026-01,2026-01,23,1,4.35
2026-01,2026-02,23,2,8.7
2026-01,2026-03,23,3,13.04
2026-01,2026-04,23,1,4.35
2026-01,2026-05,23,2,8.7
2026-01,2026-08,23,1,4.35
2026-02,2022-08,15,1,6.67
2026-02,2022-10,15,1,6.67
2026-02,2023-02,15,1,6.67
2026-02,2023-03,15,1,6.67
2026-02,2023-04,15,2,13.33
2026-02,2023-05,15,2,13.33
2026-02,2023-06,15,1,6.67
2026-02,2023-08,15,3,20.0
2026-02,2023-09,15,3,20.0
2026-02,2023-11,15,2,13.33
2026-02,2024-04,15,2,13.33
2026-02,2024-05,15,2,13.33
2026-02,2024-06,15,2,13.33
2026-02,2024-08,15,1,6.67
2026-02,2024-09,15,1,6.67
2026-02,2025-01,15,2,13.33
2026-02,2025-02,15,2,13.33
2026-02,2025-03,15,2,13.33
2026-02,2025-07,15,2,13.33
2026-02,2025-09,15,1,6.67
2026-02,2025-11,15,2,13.33
2026-02,2025-12,15,1,6.67
2026-02,2026-01,15,1,6.67
2026-02,2026-02,15,1,6.67
2026-02,2026-03,15,2,13.33
2026-02,2026-05,15,2,13.33
2026-02,2026-07,15,1,6.67
2026-02,2026-08,15,1,6.67
2026-03,2022-11,13,3,23.08
2026-03,2023-01,13,1,7.69
2026-03,2023-02,13,1,7.69
2026-03,2023-04,13,1,7.69
2026-03,2023-05,13,2,15.38
2026-03,2023-06,13,1,7.69
2026-03,2023-08,13,1,7.69
2026-03,2023-09,13,2,15.38
2026-03,2023-10,13,1,7.69
2026-03,2023-11,13,1,7.69
2026-03,2024-02,13,1,7.69
2026-03,2024-03,13,2,15.38
2026-03,2024-04,13,1,7.69
2026-03,2024-09,13,1,7.69
2026-03,2024-10,13,1,7.69
2026-03,2024-12,13,2,15.38
2026-03,2025-01,13,1,7.69
2026-03,2025-03,13,1,7.69
2026-03,2025-06,13,1,7.69
2026-03,2025-09,13,2,15.38
2026-03,2025-10,13,1,7.69
2026-03,2025-11,13,1,7.69
2026-03,2025-12,13,1,7.69
2026-03,2026-02,13,1,7.69
2026-03,2026-05,13,1,7.69
2026-03,2026-07,13,1,7.69
2026-03,2026-08,13,1,7.69
2026-04,2022-09,23,1,4.35
2026-04,2022-10,23,2,8.7
2026-04,2022-12,23,1,4.35
2026-04,2023-02,23,2,8.7
2026-04,2023-04,23,2,8.7
2026-04,2023-05,23,1,4.35
2026-04,2023-06,23,1,4.35
2026-04,2023-08,23,1,4.35
2026-04,2023-09,23,1,4.35
2026-04,2023-12,23,1,4.35
2026-04,2024-01,23,3,13.04
2026-04,2024-04,23,1,4.35
2026-04,2024-05,23,2,8.7
2026-04,2024-08,23,3,13.04
2026-04,2024-09,23,1,4.35
2026-04,2024-10,23,1,4.35
2026-04,2024-11,23,4,17.39
2026-04,2024-12,23,1,4.35
2026-04,2025-02,23,1,4.35
2026-04,2025-03,23,2,8.7
2026-04,2025-05,23,1,4.35
2026-04,2025-06,23,1,4.35
2026-04,2025-07,23,3,13.04
2026-04,2025-08,23,1,4.35
2026-04,2025-09,23,2,8.7
2026-04,2025-10,23,2,8.7
2026-04,2025-11,23,1,4.35
2026-04,2025-12,23,1,4.35
2026-04,2026-02,23,3,13.04
2026-04,2026-03,23,1,4.35
2026-04,2026-05,23,1,4.35
2026-04,2026-06,23,4,17.39
2026-04,2026-07,23,1,4.35
2026-04,2026-08,23,3,13.04
2026-05,2022-08,22,1,4.55
2026-05,2022-09,22,1,4.55
2026-05,2022-11,22,2,9.09
2026-05,2023-01,22,2,9.09
2026-05,2023-03,22,2,9.09
2026-05,2023-06,22,2,9.09
2026-05,2023-07,22,3,13.64
2026-05,2023-08,22,1,4.55
2026-05,2023-10,22,3,13.64
2026-05,2023-11,22,1,4.55
2026-05,2023-12,22,1,4.55
2026-05,2024-02,22,1,4.55
2026-05,2024-03,22,1,4.55
2026-05,2024-05,22,1,4.55
2026-05,2024-06,22,2,9.09
2026-05,2024-08,22,5,22.73
2026-05,2024-11,22,2,9.09
2026-05,2024-12,22,2,9.09
2026-05,2025-01,22,4,18.18
2026-05,2025-02,22,1,4.55
2026-05,2025-05,22,2,9.09
2026-05,2025-06,22,2,9.09
2026-05,2025-07,22,1,4.55
2026-05,2025-08,22,2,9.09
2026-05,2025-09,22,1,4.55
2026-05,2025-10,22,2,9.09
2026-05,2025-11,22,2,9.09
2026-05,2025-12,22,1,4.55
2026-05,2026-01,22,1,4.55
2026-05,2026-02,22,1,4.55
2026-05,2026-03,22,1,4.55
2026-05,2026-05,22,1,4.55
2026-05,2026-06,22,1,4.55
2026-05,2026-07,22,1,4.55
2026-06,2022-11,10,1,10.0
2026-06,2022-12,10,1,10.0
2026-06,2023-02,10,1,10.0
2026-06,2023-03,10,1,10.0
2026-06,2023-06,10,1,10.0
2026-06,2023-09,10,1,10.0
2026-06,2023-12,10,2,20.0
2026-06,2024-02,10,1,10.0
2026-06,2024-07,10,1,10.0
2026-06,2024-08,10,1,10.0
2026-06,2024-11,10,1,10.0
2026-06,2025-01,10,2,20.0
2026-06,2025-02,10,1,10.0
2026-06,2025-04,10,1,10.0
2026-06,2025-06,10,1,10.0
2026-06,2025-10,10,1,10.0
2026-06,2025-11,10,1,10.0
2026-06,2026-01,10,1,10.0
2026-06,2026-02,10,1,10.0
2026-06,2026-05,10,1,10.0
2026-06,2026-06,10,1,10.0
2026-06,2026-08,10,1,10.0
2026-07,2022-09,15,1,6.67
2026-07,2022-10,15,2,13.33
2026-07,2022-11,15,1,6.67
2026-07,2023-01,15,2,13.33
2026-07,2023-02,15,1,6.67
2026-07,2023-03,15,1,6.67
2026-07,2023-04,15,1,6.67
2026-07,2023-05,15,2,13.33
2026-07,2023-06,15,1,6.67
2026-07,2023-07,15,1,6.67
2026-07,2023-08,15,1,6.67
2026-07,2023-11,15,1,6.67
2026-07,2023-12,15,2,13.33
2026-07,2024-04,15,3,20.0
2026-07,2024-06,15,1,6.67
2026-07,2024-11,15,2,13.33
2026-07,2025-01,15,2,13.33
2026-07,2025-03,15,3,20.0
2026-07,2025-04,15,4,26.67
2026-07,2025-06,15,1,6.67
2026-07,2025-07,15,2,13.33
2026-07,2025-08,15,1,6.67
2026-07,2025-09,15,1,6.67
2026-07,2025-10,15,1,6.67
2026-07,2025-11,15,2,13.33
2026-07,2025-12,15,1,6.67
2026-07,2026-01,15,1,6.67
2026-07,2026-02,15,3,20.0
2026-07,2026-06,15,1,6.67
2026-08,2022-11,2,1,50.0
2026-08,2025-01,2,1,50.0
