customer_id,first_order_value,last_order_value,first_order_date,last_order_date
585,13403.26,13403.26,2025-09-19,2025-09-19
586,18131.14,18131.14,2026-08-10,2026-08-10
587,15587.75,15587.75,2023-03-07,2023-03-07
588,28741.88,28741.88,2026-06-19,2026-06-19
589,12282.45,12282.45,2026-06-05,2026-06-05
590,28001.35,28001.35,2026-02-27,2026-02-27
591,2905.27,2905.27,2025-03-08,2025-03-08
592,15648.27,15648.27,2022-11-02,2022-11-02
593,8640.64,8640.64,2025-01-03,2025-01-03
594,16073.66,16073.66,2024-02-11,2024-02-11
595,25525.9,25525.9,2024-12-11,2024-12-11
597,24413.22,24413.22,2026-01-09,2026-01-09
598,21838.31,21838.31,2025-11-19,2025-11-19
599,8127.96,8127.96,2023-12-26,2023-12-26
600,7142.31,7142.31,2022-12-09,2022-12-09
601,15731.35,15731.35,2024-10-02,2024-10-02
602,815.21,815.21,2023-07-29,2023-07-29
603,5035.0,5035.0,2023-01-31,2023-01-31
604,5773.75,5773.75,2025-03-24,2025-03-24
605,15149.02,15149.02,2023-02-27,2023-02-27
606,16762.64,16762.64,2025-10-29,2025-10-29
608,2603.39,2603.39,2026-07-29,2026-07-29
609,7976.11,7976.11,2023-10-07,2023-10-07
610,15839.77,15839.77,2026-07-19,2026-07-19
611,1989.61,1989.61,2025-07-26,2025-07-26
612,17765.63,17765.63,2026-07-27,2026-07-27
613,17709.01,17709.01,2025-05-09,2025-05-09
614,7262.45,7262.45,2025-10-09,2025-10-09
615,12222.6,12222.6,2025-08-05,2025-08-05
616,16854.96,16854.96,2022-09-09,2022-09-09
617,5971.56,5971.56,2024-08-01,2024-08-01
618,11349.72,11349.72,2023-03-17,2023-03-17
619,7617.13,7617.13,2024-03-20,2024-03-20
620,83.92,83.92,2026-03-31,2026-03-31
621,27756.56,27756.56,2023-12-12,2023-12-12
622,17328.38,17328.38,2023-08-28,2023-08-28
623,344.66,344.66,2023-11-16,2023-11-16
624,4752.63,4752.63,2024-05-13,2024-05-13
625,3579.45,3579.45,2024-04-11,2024-04-11
626,20689.46,20689.46,2023-08-15,2023-08-15
627,19984.39,19984.39,2023-06-20,2023-06-20
628,15459.38,15459.38,2026-08-10,2026-08-10
630,33604.36,33604.36,2023-12-27,2023-12-27
631,30174.6,30174.6,2023-03-13,2023-03-13
632,27483.95,27483.95,2024-09-26,2024-09-26
633,6792.38,6792.38,2023-05-14,2023-05-14
634,17392.36,17392.36,2022-12-28,2022-12-28
635,29358.09,29358.09,2025-03-23,2025-03-23
636,25616.55,25616.55,2024-11-19,2024-11-19
637,15668.1,15668.1,2025-10-30,2025-10-30
638,9610.88,9610.88,2025-09-23,2025-09-23
639,10978.99,10978.99,2023-07-09,2023-07-09
640,755.76,755.76,2023-09-11,2023-09-11
641,18436.71,18436.71,2023-03-05,2023-03-05
642,2033.55,2033.55,2022-11-15,2022-11-15
643,20509.29,20509.29,2023-07-13,2023-07-13
644,7931.94,7931.94,2026-05-14,2026-05-14
645,17804.35,17804.35,2025-10-18,2025-10-18
647,14946.64,14946.64,2025-06-08,2025-06-08
648,8262.11,8262.11,2023-02-09,2023-02-09
649,1626.5,1626.5,2026-08-04,2026-08-04
650,12771.26,12771.26,2025-10-06,2025-10-06
651,14825.55,14825.55,2023-10-05,2023-10-05
652,11558.59,11558.59,2025-05-31,2025-05-31
653,12677.04,12677.04,2026-08-10,2026-08-10
655,2159.81,2159.81,2024-12-30,2024-12-30
656,7257.09,7257.09,2024-07-08,2024-07-08
657,6766.61,6766.61,2022-08-18,2022-08-18
658,372.33,372.33,2026-07-18,2026-07-18
659,2372.65,2372.65,2026-02-09,2026-02-09
661,7731.66,7731.66,2022-09-16,2022-09-16
662,10449.64,10449.64,2023-09-27,2023-09-27
664,15403.51,15403.51,2026-01-02,2026-01-02
665,14614.82,14614.82,2026-07-07,2026-07-07
666,17201.96,17201.96,2025-04-19,2025-04-19
667,20620.02,20620.02,2025-06-18,2025-06-18
669,14081.8,14081.8,2023-06-23,2023-06-23
670,6499.31,6499.31,2025-11-25,2025-11-25
672,2906.64,2906.64,2025-06-12,2025-06-12
673,15378.39,15378.39,2025-11-10,2025-11-10
674,11617.23,11617.23,2025-08-01,2025-08-01
676,11941.37,11941.37,2025-02-19,2025-02-19
677,4847.64,4847.64,2023-08-03,2023-08-03
678,14585.1,14585.1,2025-01-03,2025-01-03
679,11115.04,11115.04,2025-11-19,2025-11-19
680,18349.96,18349.96,2023-11-09,2023-11-09
681,7548.73,7548.73,2022-10-25,2022-10-25
682,6106.61,6106.61,2024-08-06,2024-08-06
684,17787.26,17787.26,2025-08-16,2025-08-16
685,1314.32,1314.32,2023-01-17,2023-01-17
686,11210.54,11210.54,2022-08-10,2022-08-10
687,9961.1,9961.1,2026-02-13,2026-02-13
688,22248.77,22248.77,2023-12-25,2023-12-25
689,16290.98,16290.98,2023-06-26,2023-06-26
690,5399.28,5399.28,2025-09-13,2025-09-13
691,15733.92,15733.92,2022-08-20,2022-08-20
692,21780.22,21780.22,2025-11-12,2025-11-12
693,3288.99,3288.99,2026-08-10,2026-08-10
695,335.92,335.92,2025-11-09,2025-11-09
696,12573.96,12573.96,2022-09-24,2022-09-24
697,4060.68,4060.68,2026-03-25,2026-03-25
699,10218.99,10218.99,2024-12-15,2024-12-15
700,22450.05,22450.05,2026-02-03,2026-02-03
701,21064.15,21064.15,2025-11-06,2025-11-06
702,2214.0,2214.0,2023-08-29,2023-08-29
704,12608.31,12608.31,2023-11-21,2023-11-21
705,6111.8,6111.8,2022-08-22,2022-08-22
706,11748.8,11748.8,2024-09-03,2024-09-03
707,20089.75,20089.75,2023-11-10,2023-11-10
708,15969.18,15969.18,2025-03-31,2025-03-31
709,11356.09,11356.09,2026-06-28,2026-06-28
710,12025.43,12025.43,2023-12-21,2023-12-21
712,6109.46,6109.46,2026-08-10,2026-08-10
713,18926.34,18926.34,2026-02-22,2026-02-22
714,18093.54,18093.54,2023-07-17,2023-07-17
715,6954.78,6954.78,2026-02-07,2026-02-07
716,10076.04,10076.04,2022-11-29,2022-11-29
717,4083.33,4083.33,2025-03-02,2025-03-02
719,8501.21,8501.21,2025-09-19,2025-09-19
720,7479.39,7479.39,2025-02-14,2025-02-14
721,27057.71,27057.71,2025-04-28,2025-04-28
722,8054.68,8054.68,2024-11-02,2024-11-02
724,798.62,798.62,2026-07-05,2026-07-05
727,11596.3,11596.3,2022-11-23,2022-11-23
728,18456.84,18456.84,2024-04-06,2024-04-06
729,3560.44,3560.44,2024-10-27,2024-10-27
730,19497.03,19497.03,2025-03-20,2025-03-20
731,22095.14,22095.14,2023-04-04,2023-04-04
732,12232.65,12232.65,2023-05-21,2023-05-21
733,26353.72,26353.72,2025-08-22,2025-08-22
734,20250.34,20250.34,2023-11-19,2023-11-19
736,7721.22,7721.22,2023-10-19,2023-10-19
737,427.28,427.28,2023-09-10,2023-09-10
738,3209.18,3209.18,2022-12-24,2022-12-24
739,1085.36,1085.36,2026-01-31,2026-01-31
740,18015.12,18015.12,2025-09-16,2025-09-16
741,18899.58,18899.58,2024-06-03,2024-06-03
742,9703.98,9703.98,2026-03-17,2026-03-17
743,9159.69,9159.69,2025-12-26,2025-12-26
744,25627.94,25627.94,2025-01-15,2025-01-15
745,9709.02,9709.02,2025-01-23,2025-01-23
746,15855.01,15855.01,2026-08-10,2026-08-10
747,540.91,540.91,2025-04-25,2025-04-25
748,11392.37,11392.37,2023-01-09,2023-01-09
749,19368.0,19368.0,2023-11-26,2023-11-26
753,11721.9,11721.9,2023-11-01,2023-11-01
754,1104.0,1104.0,2024-08-21,2024-08-21
755,25268.46,25268.46,2024-12-05,2024-12-05
756,2537.1,2537.1,2023-10-13,2023-10-13
757,5491.3,5491.3,2023-05-01,2023-05-01
758,1175.17,1175.17,2026-06-28,2026-06-28
759,21165.58,21165.58,2025-05-21,2025-05-21
761,1262.45,1262.45,2025-03-17,2025-03-17
762,7782.17,7782.17,2024-03-09,2024-03-09
763,6904.92,6904.92,2023-04-27,2023-04-27
764,5168.94,5168.94,2023-06-19,2023-06-19
765,3488.12,3488.12,2025-03-25,2025-03-25
766,13811.48,13811.48,2022-09-24,2022-09-24
767,1565.67,1565.67,2026-08-10,2026-08-10
768,27892.17,27892.17,2022-10-30,2022-10-30
769,514.32,514.32,2025-09-22,2025-09-22
770,13227.26,13227.26,2024-12-23,2024-12-23
771,6857.72,6857.72,2022-10-07,2022-10-07
772,5400.6,5400.6,2025-06-05,2025-06-05
775,14770.56,14770.56,2022-08-29,2022-08-29
776,15387.0,15387.0,2024-09-09,2024-09-09
777,10383.66,10383.66,2024-05-25,2024-05-25
778,11491.2,11491.2,2026-02-06,2026-02-06
779,10543.01,10543.01,2024-07-02,2024-07-02
780,5681.16,5681.16,2023-05-03,2023-05-03
781,8845.02,8845.02,2022-11-02,2022-11-02
782,21177.08,21177.08,2023-01-24,2023-01-24
783,23997.38,23997.38,2024-11-18,2024-11-18
784,5955.09,5955.09,2023-01-25,2023-01-25
785,15961.52,15961.52,2026-02-04,2026-02-04
786,23819.68,23819.68,2025-04-27,2025-04-27
787,7782.76,7782.76,2024-05-18,2024-05-18
788,9185.13,9185.13,2024-06-10,2024-06-10
789,9852.8,9852.8,2024-07-03,2024-07-03
790,14468.64,14468.64,2023-02-01,2023-02-01
791,24077.05,24077.05,2023-06-19,2023-06-19
792,19029.04,19029.04,2024-11-28,2024-11-28
793,3631.12,3631.12,2026-04-18,2026-04-18
794,11854.29,11854.29,2024-09-06,2024-09-06
796,4854.45,4854.45,2024-02-03,2024-02-03
797,13644.91,13644.91,2023-01-20,2023-01-20
798,24766.77,24766.77,2025-06-21,2025-06-21
800,7878.74,7878.74,2024-05-21,2024-05-21
