product_id,product_name,category,subcategory,brand,price,cost_price,stock_quantity
403,Stapler,Home & Kitchen,Appliances,Greenleaf,623.49,311.46,48
404,Lipstick,Toys,Figures,Urbanfit,1208.34,556.06,179
405,Desk Lamp,Clothing,Footwear,Optima,512.87,252.27,409
406,Perfume,Home & Kitchen,Appliances,Urbanfit,1289.73,737.98,456
407,Baseball Cap,Grocery,Pantry,Readwell,763.45,461.82,302
408,Standing Desk,Office,Furniture,Greenleaf,748.98,449.85,33
409,Shampoo,Grocery,Beverages,Vertex,216.36,120.29,339
410,Stapler,Automotive,Parts,Speedpro,846.67,434.44,251
411,Cable Organizer,Grocery,Organic,Novatech,485.65,207.25,456
412,Paper Clips,Beauty,Skincare,Speedpro,264.16,147.19,91
413,Laptop Stand,Clothing,Accessories,Vertex,1366.43,631.03,352
414,Biography,Books,General,Homecraft,12.07,5.76,472
415,Yoga Mat,Sports,Equipment,Greenleaf,311.28,125.49,354
416,Green Tea,Books,Fiction,Readwell,197.68,121.48,355
417,Desk Organizer,Office,Supplies,Greenleaf,433.22,240.64,18
418,Cable Organizer,Electronics,Displays,Urbanfit,171.54,108.2,339
419,Chino Pants,Beauty,Skincare,Homecraft,1153.97,481.12,194
420,Biography,Books,Non-Fiction,Vertex,760.85,431.44,73
421,Dumbbell Set,Clothing,Accessories,Unknown,89.78,37.49,198
422,Cotton T-Shirt,Electronics,Audio,Vertex,19.99,19.99,121
423,Kettle,Grocery,Organic,Urbanfit,520.98,269.1,131
424,Perfume,Toys,Games,Purelife,1111.3,579.81,452
425,Green Tea,Toys,Figures,Homecraft,668.61,457.6,373
426,Shampoo,Automotive,Parts,Vertex,1351.02,621.23,172
427,Wool Scarf,Automotive,Parts,Vertex,991.17,587.14,294
428,Cast Iron Pan,Beauty,Makeup,Optima,230.26,152.61,346
429,External Ssd 1Tb,Electronics,Audio,Readwell,133.19,67.78,465
430,Green Tea,Home & Kitchen,Storage,Speedpro,715.25,404.61,240
431,Self Help Guide,Books,Fiction,Speedpro,1036.49,653.14,300
432,Shampoo,Office,Furniture,Apex,1396.75,587.57,69
433,Building Blocks,Clothing,Women,Greenleaf,1375.55,722.61,86
434,Unnamed Product,Sports,Fitness,Novatech,292.06,204.01,336
435,Desk Lamp,Electronics,Computing,Speedpro,502.7,306.17,171
436,Notebook,Toys,Figures,Apex,1281.16,865.59,43
437,Unnamed Product,Clothing,Men,Apex,1292.9,520.9,6
438,Basketball,Office,Stationery,Apex,1305.88,544.36,71
439,Desk Lamp,Clothing,Men,Homecraft,282.42,129.68,253
440,Dress Shirt,Office,Stationery,Homecraft,706.46,431.55,38
441,Treadmill,Books,Non-Fiction,Readwell,1135.64,704.82,271
442,Kettle,Home & Kitchen,Cookware,Greenleaf,425.76,181.57,301
443,Shampoo,Office,Stationery,Readwell,1048.61,518.06,381
444,Sun Glasses,Beauty,Makeup,Greenleaf,68.83,30.47,384
445,Noise Cancelling Headphonesδ,Beauty,Makeup,Homecraft,1310.67,678.12,76
446,Cast Iron Pan,Toys,Vehicles,Speedpro,37.4,24.51,249
447,Bluetooth Speaker,Clothing,Men,Homecraft,533.28,215.39,157
448,Basketball,Office,Equipment,Urbanfit,947.53,654.87,32
449,Perfume,Books,Reference,Readwell,628.41,360.18,169
450,Denim Jeans,Office,Furniture,Purelife,1448.37,620.88,384
451,Treadmill,Grocery,Organic,Readwell,126.54,64.43,398
452,Toaster,Electronics,Accessories,Purelife,338.87,190.07,421
453,Chino Pants,Office,Stationery,Speedpro,1436.79,927.56,5
454,Chef Knife,Electronics,Audio,Optima,220.36,117.51,160
455,Self Help Guide✓,Books,Children,Purelife,686.63,445.99,192
456,Unnamed Product,Toys,Vehicles,Novatech,971.25,596.44,254
457,External Ssd 1Tb,Clothing,Women,Apex,214.16,120.69,268
458,Building Blocks,Automotive,Care,Optima,1043.4,635.63,245
459,Blender,Home & Kitchen,Appliances,Speedpro,1138.99,469.31,301
460,Air Fryer,Electronics,Accessories,Optima,876.19,514.18,136
461,Notebook,Books,Reference,Optima,585.68,270.22,57
462,Cable Organizer,Books,Non-Fiction,Readwell,1115.5,464.39,320
463,Kettle,Electronics,Accessories,Speedpro,19.99,19.99,200
464,Sun Glasses,Grocery,General,Novatech,1381.61,945.07,476
465,Olive Oil,Office,Furniture,Readwell,575.21,233.95,394
466,Cotton T-Shirt,Sports,Equipment,Novatech,456.55,310.28,89
467,Ergonomic Chair,Grocery,Snacks,Speedpro,1088.58,706.64,211
468,Mechanical Keyboard,Electronics,Audio,Readwell,867.25,395.83,353
469,Wireless Mouse,Electronics,Displays,Apex,1493.77,801.97,241
470,Perfume,Beauty,Haircare,Readwell,989.6,595.54,455
471,Paper Clips,Toys,Building,Urbanfit,614.69,309.21,470
472,Leather Belt,Automotive,Interior,Speedpro,900.18,627.56,278
473,Cable Organizer,Sports,Outdoor,Purelife,865.31,448.65,336
474,Blender,Toys,Building,Optima,867.63,475.95,468
475,Yoga Mat,Uncategorized,Games,Apex,366.53,196.38,60
476,Moisturizer,Electronics,Accessories,Vertex,994.06,407.02,163
477,Kettle,Toys,Building,Speedpro,1052.43,706.98,243
478,Ergonomic Chair,Clothing,Accessories,Greenleaf,129.02,67.5,5
479,Noise Cancelling Headphones,Grocery,Pantry,Novatech,1403.62,611.0,264
480,Unnamed Product,Home & Kitchen,Cookware,Novatech,443.61,276.53,334
481,Sunscreen,Home & Kitchen,Appliances,Apex,70.58,31.18,379
482,Noise Cancelling Headphones,Beauty,Makeup,Readwell,659.95,402.97,34
483,Fiction Novel,Beauty,Makeup,Vertex,1317.27,604.57,337
484,Perfume,Uncategorized,Pantry,Unknown,838.26,533.49,57
485,Cookbook,Electronics,Accessories,Greenleaf,880.42,408.72,88
486,Paper Clips,Clothing,Women,Urbanfit,1288.74,806.78,429
487,Blender,Toys,Building,Purelife,1242.81,723.23,443
488,Denim Jeans,Automotive,Parts,Novatech,721.64,410.26,360
489,Leather Belt,Electronics,Accessories,Vertex,1160.5,571.48,485
490,Engine Oil,Office,Furniture,Readwell,582.2,396.04,447
491,Notebook,Beauty,Haircare,Readwell,345.61,207.68,96
492,Running Shoes,Sports,Outdoor,Urbanfit,1204.35,742.87,149
493,Chef Knife,Beauty,Haircare,Greenleaf,899.2,399.16,310
494,Cotton T-Shirt,Automotive,Parts,Vertex,19.99,19.99,215
495,Unnamed Product,Grocery,Pantry,Apex,1472.45,831.27,137
496,Unnamed Product,Toys,Vehicles,Homecraft,1388.98,813.24,292
497,Moisturizer,Home & Kitchen,Cookware,Unknown,1261.94,721.04,314
498,Cookbook,Clothing,Men,Readwell,1215.27,573.16,157
499,Lipstick,Books,Fiction,Speedpro,672.01,310.16,344
500,Stapler,Electronics,Displays,Speedpro,516.71,269.31,111
