customer_id,order_id,order_date,order_value,row_num,rank,dense_rank,prev_order_value,next_order_value,running_customer_total
144,3094,2024-12-06,9244.88,2,2,2,11161.28,1853.65,20406.16
144,1104,2025-06-26,1853.65,3,4,4,9244.88,5055.73,22259.81
144,2019,2025-11-30,5055.73,4,3,3,1853.65,,27315.54
145,1755,2023-12-25,26085.69,1,1,1,,10656.62,26085.69
145,1940,2024-08-25,10656.62,2,3,3,26085.69,5755.55,36742.31
145,2707,2025-01-28,5755.55,3,5,5,10656.62,7008.8,42497.86
145,539,2026-01-03,7008.8,4,4,4,5755.55,17543.45,49506.66
145,919,2026-03-19,17543.45,5,2,2,7008.8,,67050.11
146,2112,2022-10-16,16284.58,1,1,1,,1170.51,16284.58
146,1642,2024-11-11,1170.51,2,2,2,16284.58,,17455.09
147,2722,2025-01-19,15704.56,1,1,1,,7709.26,15704.56
147,150,2026-07-30,7709.26,2,2,2,15704.56,1053.3,23413.82
147,1145,2026-08-10,1053.3,3,3,3,7709.26,,24467.12
148,635,2023-06-21,562.64,1,6,6,,4342.1,562.64
148,2544,2024-08-23,4342.1,2,5,5,562.64,8579.69,4904.74
148,2075,2024-11-25,8579.69,3,3,3,4342.1,29199.76,13484.43
148,2906,2025-03-19,29199.76,4,1,1,8579.69,10211.68,42684.19
148,775,2026-06-27,10211.68,5,2,2,29199.76,4784.93,52895.87
148,1102,2026-08-06,4784.93,6,4,4,10211.68,,57680.8
149,2055,2024-09-24,26158.38,1,1,1,,11212.66,26158.38
149,1648,2025-12-30,11212.66,2,2,2,26158.38,,37371.04
150,1043,2023-04-24,587.97,1,1,1,,,587.97
151,2125,2023-08-10,6074.72,1,2,2,,12088.93,6074.72
151,2345,2026-08-07,12088.93,2,1,1,6074.72,,18163.65
152,454,2024-04-01,24762.53,1,1,1,,155.89,24762.53
152,41,2025-05-01,155.89,2,3,3,24762.53,6046.5,24918.42
152,1876,2025-07-26,6046.5,3,2,2,155.89,,30964.92
153,2040,2023-03-20,18920.7,1,3,3,,36988.51,18920.7
153,793,2023-11-01,36988.51,2,1,1,18920.7,24602.8,55909.21
153,3303,2024-09-23,24602.8,3,2,2,36988.51,6803.01,80512.01
153,120,2025-01-11,6803.01,4,4,4,24602.8,,87315.02
154,1878,2026-06-02,261.8,1,1,1,,,261.8
155,1563,2026-03-24,12666.12,1,1,1,,,12666.12
156,24,2023-08-15,7945.09,1,4,4,,7252.65,7945.09
156,2501,2024-03-11,7252.65,2,5,5,7945.09,1511.51,15197.74
156,2293,2024-04-18,1511.51,3,6,6,7252.65,10602.88,16709.25
156,35,2024-12-13,10602.88,4,3,3,1511.51,12177.82,27312.13
156,377,2025-07-09,12177.82,5,2,2,10602.88,33396.06,39489.95
156,828,2026-05-11,33396.06,6,1,1,12177.82,,72886.01
157,2933,2024-03-01,9417.88,1,3,3,,3247.33,9417.88
157,1656,2024-11-12,3247.33,2,4,4,9417.88,19952.68,12665.21
157,2774,2024-11-17,19952.68,3,1,1,3247.33,13654.26,32617.89
157,3314,2026-03-26,13654.26,4,2,2,19952.68,,46272.15
158,462,2024-08-31,10481.6,1,2,2,,6960.22,10481.6
158,2922,2024-11-21,6960.22,2,4,4,10481.6,9413.09,17441.82
158,1010,2025-12-09,9413.09,3,3,3,6960.22,2451.14,26854.91
158,452,2026-05-13,2451.14,4,5,5,9413.09,13264.39,29306.05
158,1178,2026-06-13,13264.39,5,1,1,2451.14,135.42,42570.44
158,926,2026-07-20,135.42,6,6,6,13264.39,,42705.86
159,1116,2023-12-06,530.16,1,2,2,,16912.14,530.16
159,3300,2026-04-11,16912.14,2,1,1,530.16,,17442.3
160,2742,2022-10-24,12176.84,1,4,4,,11972.3,12176.84
160,1049,2023-02-07,11972.3,2,5,5,12176.84,17705.0,24149.14
160,1141,2023-06-05,17705.0,3,3,3,11972.3,23487.8,41854.14
160,58,2025-05-02,23487.8,4,1,1,17705.0,22093.66,65341.94
160,2541,2025-07-15,22093.66,5,2,2,23487.8,,87435.6
161,1071,2023-01-31,20091.29,1,1,1,,7088.48,20091.29
161,2637,2024-11-03,7088.48,2,2,2,20091.29,3603.84,27179.77
161,444,2025-06-04,3603.84,3,3,3,7088.48,,30783.61
162,2482,2023-04-17,10269.6,1,3,3,,6585.11,10269.6
162,732,2023-12-25,6585.11,2,5,5,10269.6,17061.87,16854.71
162,529,2024-01-03,17061.87,3,1,1,6585.11,12509.41,33916.58
162,441,2024-04-04,12509.41,4,2,2,17061.87,9004.24,46425.99
162,1521,2024-07-15,9004.24,5,4,4,12509.41,1765.6,55430.23
162,499,2026-05-05,1765.6,6,6,6,9004.24,,57195.83
163,2281,2023-05-24,9654.38,1,3,3,,12888.62,9654.38
163,1370,2024-01-26,12888.62,2,1,1,9654.38,12484.0,22543.0
163,1925,2026-04-22,12484.0,3,2,2,12888.62,,35027.0
165,1586,2023-05-09,9391.62,1,1,1,,2219.49,9391.62
165,2220,2023-12-31,2219.49,2,2,2,9391.62,,11611.11
166,2696,2025-05-07,2502.99,1,3,3,,7429.94,2502.99
166,3096,2025-11-08,7429.94,2,2,2,2502.99,14882.73,9932.93
166,572,2026-05-08,14882.73,3,1,1,7429.94,,24815.66
167,558,2023-04-12,2426.24,1,3,3,,698.58,2426.24
167,2992,2023-05-15,698.58,2,4,4,2426.24,3558.39,3124.82
167,1716,2025-02-17,3558.39,3,2,2,698.58,13188.29,6683.21
167,2074,2025-11-04,13188.29,4,1,1,3558.39,,19871.5
168,1645,2022-08-28,26478.72,1,2,2,,2504.92,26478.72
168,3469,2024-02-24,2504.92,2,5,5,26478.72,13931.58,28983.64
168,2727,2025-01-29,13931.58,3,4,4,2504.92,29739.45,42915.22
168,596,2025-03-18,29739.45,4,1,1,13931.58,14588.2,72654.67
168,2835,2025-10-09,14588.2,5,3,3,29739.45,,87242.87
170,3350,2023-04-16,8404.2,1,2,2,,18521.85,8404.2
170,1408,2024-12-03,18521.85,2,1,1,8404.2,3670.66,26926.05
170,1961,2026-02-27,3670.66,3,3,3,18521.85,,30596.71
171,1350,2024-04-06,429.7,1,3,3,,9723.78,429.7
171,1908,2024-07-07,9723.78,2,1,1,429.7,8373.87,10153.48
171,258,2026-05-07,8373.87,3,2,2,9723.78,,18527.35
172,1476,2022-09-30,9112.88,1,1,1,,314.48,9112.88
172,3235,2023-11-18,314.48,2,3,3,9112.88,7013.58,9427.36
172,2385,2026-01-17,7013.58,3,2,2,314.48,,16440.94
173,1451,2023-05-16,6790.48,1,2,2,,17905.77,6790.48
173,427,2023-09-10,17905.77,2,1,1,6790.48,,24696.25
174,680,2022-10-14,12560.96,1,2,2,,6775.84,12560.96
174,3061,2022-10-31,6775.84,2,3,3,12560.96,19832.06,19336.8
174,1215,2026-01-07,19832.06,3,1,1,6775.84,,39168.86
175,3131,2024-09-10,14192.3,1,1,1,,8931.93,14192.3
175,557,2026-07-04,8931.93,2,2,2,14192.3,,23124.23
176,183,2022-09-04,10930.68,1,2,2,,12126.16,10930.68
176,176,2024-07-05,12126.16,2,1,1,10930.68,10592.13,23056.84
176,1589,2025-08-02,10592.13,3,3,3,12126.16,1596.56,33648.97
176,205,2026-07-18,1596.56,4,4,4,10592.13,,35245.53
177,1644,2024-06-15,14559.04,1,1,1,,,14559.04
178,2703,2022-11-21,632.77,1,5,5,,5698.35,632.77
178,1198,2024-01-08,5698.35,2,4,4,632.77,26089.21,6331.12
178,534,2025-05-19,26089.21,3,1,1,5698.35,16099.45,32420.33
178,509,2025-05-26,16099.45,4,2,2,26089.21,6565.7,48519.78
178,321,2025-11-24,6565.7,5,3,3,16099.45,,55085.48
179,455,2023-08-04,18862.92,1,1,1,,10854.44,18862.92
179,830,2023-10-16,10854.44,2,2,2,18862.92,,29717.36
180,343,2024-06-08,7730.68,1,1,1,,5846.8,7730.68
180,923,2025-01-19,5846.8,2,2,2,7730.68,,13577.48
182,384,2023-01-31,4997.52,1,2,2,,19297.12,4997.52
182,2009,2026-07-17,19297.12,2,1,1,4997.52,,24294.64
183,2025,2022-08-19,17913.8,1,1,1,,15307.32,17913.8
183,218,2023-09-02,15307.32,2,2,2,17913.8,,33221.12
184,1263,2025-12-29,5710.56,1,1,1,,,5710.56
186,1856,2022-12-28,14541.88,1,2,2,,5275.72,14541.88
186,3472,2024-03-03,5275.72,2,3,3,14541.88,20401.21,19817.6
186,249,2025-09-18,20401.21,3,1,1,5275.72,,40218.81
187,1909,2022-09-04,7250.45,1,2,2,,14262.99,7250.45
187,1690,2023-12-09,14262.99,2,1,1,7250.45,,21513.44
188,381,2025-09-14,3305.7,1,1,1,,,3305.7
189,399,2023-01-29,15699.69,1,1,1,,11077.07,15699.69
189,1327,2023-12-31,11077.07,2,3,3,15699.69,2608.59,26776.76
189,576,2024-06-28,2608.59,3,5,5,11077.07,10091.02,29385.35
189,2709,2025-01-04,10091.02,4,4,4,2608.59,15009.05,39476.37
189,2034,2025-12-22,15009.05,5,2,2,10091.02,,54485.42
190,3143,2022-11-04,7311.52,1,1,1,,1896.6,7311.52
190,3310,2025-04-26,1896.6,2,2,2,7311.52,,9208.12
191,1705,2023-07-16,12418.5,1,1,1,,1729.3,12418.5
191,2136,2023-12-28,1729.3,2,6,6,12418.5,11675.97,14147.8
191,2577,2024-07-01,11675.97,3,3,3,1729.3,5298.69,25823.77
191,2746,2025-04-28,5298.69,4,5,5,11675.97,11963.93,31122.46
191,3224,2025-06-23,11963.93,5,2,2,5298.69,8363.65,43086.39
191,1099,2026-04-25,8363.65,6,4,4,11963.93,,51450.04
192,1160,2023-12-17,17160.04,1,1,1,,11197.12,17160.04
192,204,2025-01-12,11197.12,2,3,3,17160.04,15234.3,28357.16
192,656,2025-09-25,15234.3,3,2,2,11197.12,,43591.46
193,503,2022-09-24,21526.36,1,1,1,,3909.04,21526.36
193,1268,2022-11-28,3909.04,2,5,5,21526.36,20720.32,25435.4
193,2028,2025-08-11,20720.32,3,2,2,3909.04,11950.85,46155.72
193,2764,2026-03-14,11950.85,4,4,4,20720.32,12464.99,58106.57
193,477,2026-07-12,12464.99,5,3,3,11950.85,,70571.56
194,2109,2026-05-23,664.2,1,1,1,,,664.2
195,158,2024-05-11,5252.4,1,4,4,,17524.36,5252.4
195,550,2024-06-08,17524.36,2,2,2,5252.4,30830.1,22776.76
195,2781,2024-10-22,30830.1,3,1,1,17524.36,16103.98,53606.86
195,2935,2025-02-10,16103.98,4,3,3,30830.1,3524.72,69710.84
195,2570,2025-11-13,3524.72,5,5,5,16103.98,,73235.56
196,2090,2026-03-12,5621.89,1,2,2,,9181.02,5621.89
196,1126,2026-05-22,9181.02,2,1,1,5621.89,,14802.91
197,2674,2024-12-25,19524.89,1,1,1,,2275.53,19524.89
197,2971,2025-09-26,2275.53,2,3,3,19524.89,8277.28,21800.42
197,3160,2026-03-02,8277.28,3,2,2,2275.53,,30077.7
198,101,2022-10-12,10136.23,1,5,5,,3855.6,10136.23
198,2820,2023-12-07,3855.6,2,6,6,10136.23,18188.54,13991.83
198,147,2024-11-16,18188.54,3,2,2,3855.6,19671.99,32180.37
198,3254,2025-04-06,19671.99,4,1,1,18188.54,15295.95,51852.36
198,2234,2025-09-22,15295.95,5,3,3,19671.99,11847.03,67148.31
198,629,2026-07-17,11847.03,6,4,4,15295.95,,78995.34
199,1996,2022-11-16,5011.25,1,4,4,,9502.11,5011.25
199,327,2024-12-25,9502.11,2,3,3,5011.25,2339.96,14513.36
199,19,2025-03-29,2339.96,3,5,5,9502.11,16420.71,16853.32
199,1924,2025-06-28,16420.71,4,2,2,2339.96,21688.11,33274.03
199,2642,2025-10-27,21688.11,5,1,1,16420.71,,54962.14
200,450,2023-11-07,11408.74,1,3,3,,12473.04,11408.74
200,820,2024-07-14,12473.04,2,2,2,11408.74,1966.9,23881.78
200,331,2025-05-19,1966.9,3,4,4,12473.04,40136.57,25848.68
200,2333,2025-08-08,40136.57,4,1,1,1966.9,,65985.25
201,1291,2025-12-15,2194.0,1,1,1,,,2194.0
202,1363,2025-06-30,2447.81,1,2,2,,1108.45,2447.81
202,2950,2025-11-04,1108.45,2,3,3,2447.81,22398.68,3556.26
202,2192,2025-12-26,22398.68,3,1,1,1108.45,,25954.94
204,3430,2024-01-03,4007.82,1,2,2,,15815.56,4007.82
204,3229,2026-01-21,15815.56,2,1,1,4007.82,,19823.38
206,3090,2023-09-20,7230.23,1,2,2,,7297.17,7230.23
206,2540,2024-01-18,7297.17,2,1,1,7230.23,5757.76,14527.4
206,3473,2026-02-05,5757.76,3,3,3,7297.17,,20285.16
208,693,2022-10-25,3589.24,1,5,5,,714.07,3589.24
208,3018,2024-01-18,714.07,2,6,6,3589.24,5926.6,4303.31
208,2957,2024-09-18,5926.6,3,4,4,714.07,20717.51,10229.91
208,2990,2025-06-29,20717.51,4,1,1,5926.6,13889.53,30947.42
208,701,2026-02-15,13889.53,5,2,2,20717.51,9829.74,44836.95
208,1154,2026-08-10,9829.74,6,3,3,13889.53,,54666.69
209,57,2025-01-13,6126.97,1,3,3,,7081.08,6126.97
209,1738,2025-07-25,7081.08,2,2,2,6126.97,3404.77,13208.05
209,754,2025-09-22,3404.77,3,4,4,7081.08,14620.21,16612.82
209,548,2026-06-22,14620.21,4,1,1,3404.77,,31233.03
210,1280,2023-04-14,23111.43,1,2,2,,3372.09,23111.43
210,1106,2023-06-24,3372.09,2,5,5,23111.43,9756.51,26483.52
210,299,2024-10-02,9756.51,3,3,3,3372.09,4476.22,36240.03
210,2050,2025-07-19,4476.22,4,4,4,9756.51,26777.68,40716.25
210,679,2026-07-07,26777.68,5,1,1,4476.22,,67493.93
211,1025,2025-01-22,9943.92,1,2,2,,17731.29,9943.92
211,627,2025-11-09,17731.29,2,1,1,9943.92,,27675.21
212,611,2025-03-06,12964.66,1,1,1,,,12964.66
213,3122,2023-03-06,33033.72,1,1,1,,16157.7,33033.72
213,1892,2023-06-05,16157.7,2,2,2,33033.72,1486.1,49191.42
213,1000,2024-08-26,1486.1,3,6,6,16157.7,8886.34,50677.52
213,2003,2025-07-26,8886.34,4,4,4,1486.1,11164.52,59563.86
213,2859,2025-10-29,11164.52,5,3,3,8886.34,3247.34,70728.38
213,3389,2026-04-06,3247.34,6,5,5,11164.52,,73975.72
214,1519,2022-08-26,931.41,1,3,3,,25192.67,931.41
214,966,2025-05-01,25192.67,2,1,1,931.41,4139.08,26124.08
214,2740,2026-06-26,4139.08,3,2,2,25192.67,,30263.16
215,2415,2024-01-30,14890.88,1,1,1,,12687.0,14890.88
215,2715,2024-08-18,12687.0,2,2,2,14890.88,4035.4,27577.88
215,939,2025-03-13,4035.4,3,3,3,12687.0,,31613.28
216,2692,2023-05-15,15305.98,1,1,1,,3854.02,15305.98
216,1509,2024-11-24,3854.02,2,2,2,15305.98,,19160.0
217,879,2023-11-17,19249.37,1,1,1,,2352.84,19249.37
217,2506,2023-11-21,2352.84,2,4,4,19249.37,5505.72,21602.21
217,1993,2025-02-16,5505.72,3,3,3,2352.84,17328.68,27107.93
217,1818,2026-06-15,17328.68,4,2,2,5505.72,,44436.61
218,3077,2025-11-02,6188.65,1,2,2,,38193.36,6188.65
218,2612,2026-05-20,38193.36,2,1,1,6188.65,,44382.01
219,2874,2022-10-16,9853.85,1,1,1,,,9853.85
220,1762,2022-11-14,23206.93,1,2,2,,687.64,23206.93
220,651,2024-06-04,687.64,2,5,5,23206.93,24216.76,23894.57
220,1520,2024-08-07,24216.76,3,1,1,687.64,6244.56,48111.33
220,620,2024-08-15,6244.56,4,3,3,24216.76,3868.74,54355.89
220,1736,2026-06-01,3868.74,5,4,4,6244.56,,58224.63
221,1110,2024-04-03,6581.1,1,2,2,,3928.5,6581.1
221,2470,2026-07-15,3928.5,2,3,3,6581.1,24863.86,10509.6
221,3179,2026-08-10,24863.86,3,1,1,3928.5,,35373.46
222,461,2023-12-13,10286.79,1,2,2,,15199.99,10286.79
222,3421,2024-11-02,15199.99,2,1,1,10286.79,4168.62,25486.78
222,1157,2024-11-29,4168.62,3,3,3,15199.99,4128.66,29655.4
222,2181,2026-03-24,4128.66,4,4,4,4168.62,,33784.06
223,231,2025-09-07,6556.2,1,1,1,,3652.18,6556.2
223,2245,2026-02-05,3652.18,2,2,2,6556.2,,10208.38
224,1627,2024-08-18,19654.71,1,1,1,,8322.65,19654.71
224,1568,2025-03-23,8322.65,2,2,2,19654.71,1283.2,27977.36
224,1439,2025-05-03,1283.2,3,3,3,8322.65,,29260.56
225,784,2023-03-22,2773.76,1,4,4,,6755.44,2773.76
225,235,2023-05-05,6755.44,2,2,2,2773.76,7710.76,9529.2
225,1808,2025-04-30,7710.76,3,1,1,6755.44,3336.9,17239.96
225,678,2026-02-14,3336.9,4,3,3,7710.76,,20576.86
226,1710,2022-10-01,7831.82,1,3,3,,9370.52,7831.82
226,402,2024-08-10,9370.52,2,2,2,7831.82,17405.95,17202.34
226,1867,2025-05-12,17405.95,3,1,1,9370.52,,34608.29
227,498,2023-09-14,6571.66,1,3,3,,1259.99,6571.66
227,2491,2024-03-06,1259.99,2,4,4,6571.66,10113.09,7831.65
227,1904,2024-09-24,10113.09,3,1,1,1259.99,8741.52,17944.74
227,2369,2026-02-18,8741.52,4,2,2,10113.09,,26686.26
228,1815,2023-04-02,5215.47,1,2,2,,9288.19,5215.47
228,1548,2023-04-29,9288.19,2,1,1,5215.47,3094.22,14503.66
228,1707,2023-11-17,3094.22,3,3,3,9288.19,2725.96,17597.88
228,1069,2023-11-22,2725.96,4,4,4,3094.22,2352.42,20323.84
228,203,2024-12-21,2352.42,5,5,5,2725.96,,22676.26
229,823,2022-12-23,13888.71,1,1,1,,3237.39,13888.71
229,3033,2025-01-29,3237.39,2,2,2,13888.71,,17126.1
230,1127,2022-10-20,16524.13,1,1,1,,4715.19,16524.13
230,2434,2024-01-24,4715.19,2,4,4,16524.13,11113.85,21239.32
230,2786,2024-05-11,11113.85,3,3,3,4715.19,14916.6,32353.17
230,3323,2024-10-29,14916.6,4,2,2,11113.85,,47269.77
231,351,2024-05-13,47.85,1,2,2,,8837.88,47.85
231,955,2025-03-22,8837.88,2,1,1,47.85,,8885.73
232,2330,2023-05-09,17042.3,1,2,2,,412.3,17042.3
232,1898,2024-04-04,412.3,2,5,5,17042.3,4691.54,17454.6
232,305,2024-04-13,4691.54,3,4,4,412.3,21907.67,22146.14
232,1802,2024-07-02,21907.67,4,1,1,4691.54,17008.0,44053.81
232,591,2025-03-17,17008.0,5,3,3,21907.67,,61061.81
233,16,2023-05-25,8126.4,1,2,2,,12020.88,8126.4
233,967,2023-06-18,12020.88,2,1,1,8126.4,7220.72,20147.28
233,2738,2024-05-22,7220.72,3,3,3,12020.88,,27368.0
235,1559,2022-12-16,13641.41,1,1,1,,,13641.41
236,3407,2023-03-16,23944.19,1,1,1,,9385.37,23944.19
236,2323,2024-03-26,9385.37,2,5,5,23944.19,14480.03,33329.56
236,2515,2024-07-21,14480.03,3,2,2,9385.37,12936.7,47809.59
236,3140,2026-03-29,12936.7,4,3,3,14480.03,12255.7,60746.29
236,2594,2026-08-10,12255.7,5,4,4,12936.7,,73001.99
237,2170,2025-04-17,15694.84,1,1,1,,5760.08,15694.84
237,2177,2025-07-20,5760.08,2,2,2,15694.84,2890.28,21454.92
237,2796,2026-02-21,2890.28,3,3,3,5760.08,2066.14,24345.2
237,2974,2026-03-08,2066.14,4,4,4,2890.28,,26411.34
238,755,2023-02-17,4778.96,1,2,2,,8394.59,4778.96
238,2502,2024-07-06,8394.59,2,1,1,4778.96,,13173.55
239,3393,2025-03-01,8349.38,1,2,2,,13335.59,8349.38
239,2803,2026-03-16,13335.59,2,1,1,8349.38,,21684.97
241,40,2024-05-07,18167.72,1,2,2,,6557.5,18167.72
241,763,2024-10-31,6557.5,2,3,3,18167.72,2396.75,24725.22
241,3044,2025-03-03,2396.75,3,4,4,6557.5,27237.11,27121.97
241,1146,2025-06-17,27237.11,4,1,1,2396.75,,54359.08
242,1483,2025-07-17,16285.54,1,1,1,,8267.99,16285.54
242,3187,2026-06-24,8267.99,2,3,3,16285.54,9359.9,24553.53
242,1581,2026-08-10,9359.9,3,2,2,8267.99,,33913.43
244,1562,2026-08-10,9782.64,1,1,1,,,9782.64
245,1737,2023-01-29,3010.59,1,6,6,,3607.31,3010.59
245,3144,2024-04-08,3607.31,2,5,5,3010.59,15567.54,6617.9
245,2783,2024-04-13,15567.54,3,4,4,3607.31,17567.98,22185.44
245,3456,2025-07-31,17567.98,4,2,2,15567.54,17085.89,39753.42
245,1442,2026-04-07,17085.89,5,3,3,17567.98,19786.13,56839.31
245,1717,2026-08-10,19786.13,6,1,1,17085.89,,76625.44
246,2484,2023-02-07,2319.68,1,4,4,,8030.37,2319.68
246,1121,2025-02-18,8030.37,2,2,2,2319.68,16439.73,10350.05
246,1693,2025-06-20,16439.73,3,1,1,8030.37,7396.19,26789.78
246,2377,2026-06-07,7396.19,4,3,3,16439.73,,34185.97
247,2864,2022-09-29,20963.88,1,1,1,,8283.9,20963.88
247,2947,2023-07-29,8283.9,2,3,3,20963.88,2138.46,29247.78
247,2465,2024-02-09,2138.46,3,5,5,8283.9,6383.67,31386.24
247,1072,2024-03-13,6383.67,4,4,4,2138.46,10049.2,37769.91
247,3045,2024-04-29,10049.2,5,2,2,6383.67,,47819.11
248,1803,2022-09-08,8224.59,1,4,4,,3845.39,8224.59
248,1244,2022-11-19,3845.39,2,6,6,8224.59,14048.44,12069.98
248,3359,2023-08-26,14048.44,3,1,1,3845.39,12802.88,26118.42
248,1161,2023-10-05,12802.88,4,2,2,14048.44,11464.49,38921.3
248,891,2023-11-07,11464.49,5,3,3,12802.88,4079.04,50385.79
248,2685,2024-08-13,4079.04,6,5,5,11464.49,,54464.83
249,2258,2023-11-12,19535.93,1,2,2,,10256.71,19535.93
249,3317,2024-06-13,10256.71,2,4,4,19535.93,13306.35,29792.64
249,2093,2024-09-20,13306.35,3,3,3,10256.71,26648.34,43098.99
249,1680,2025-09-23,26648.34,4,1,1,13306.35,,69747.33
250,989,2023-06-07,6551.16,1,2,2,,9569.41,6551.16
250,547,2024-10-31,9569.41,2,1,1,6551.16,,16120.57
251,2155,2022-11-02,3885.08,1,4,4,,28761.49,3885.08
251,1569,2023-10-20,28761.49,2,1,1,3885.08,10382.19,32646.57
251,2597,2024-06-04,10382.19,3,3,3,28761.49,10600.26,43028.76
251,1530,2025-12-31,10600.26,4,2,2,10382.19,,53629.02
252,2190,2023-04-10,11224.75,1,2,2,,22449.43,11224.75
252,899,2024-11-02,22449.43,2,1,1,11224.75,7855.99,33674.18
252,432,2025-12-17,7855.99,3,3,3,22449.43,6005.31,41530.17
252,17,2026-05-12,6005.31,4,4,4,7855.99,,47535.48
253,453,2025-05-14,30534.81,1,1,1,,8621.8,30534.81
253,1833,2026-01-22,8621.8,2,2,2,30534.81,5830.88,39156.61
253,835,2026-02-11,5830.88,3,3,3,8621.8,,44987.49
254,2064,2022-08-17,3581.79,1,3,3,,11879.58,3581.79
254,2710,2024-06-17,11879.58,2,1,1,3581.79,9299.04,15461.37
254,968,2025-07-16,9299.04,3,2,2,11879.58,,24760.41
255,291,2022-10-27,3411.35,1,2,2,,23602.29,3411.35
255,1093,2024-10-31,23602.29,2,1,1,3411.35,676.46,27013.64
255,1951,2025-04-18,676.46,3,3,3,23602.29,,27690.1
256,3181,2023-08-29,25208.25,1,1,1,,14020.12,25208.25
256,1587,2023-09-19,14020.12,2,3,3,25208.25,19428.63,39228.37
256,3129,2025-01-09,19428.63,3,2,2,14020.12,90.55,58657.0
256,824,2025-02-28,90.55,4,4,4,19428.63,,58747.55
257,2521,2024-12-05,7832.92,1,1,1,,1120.73,7832.92
257,1654,2025-07-05,1120.73,2,2,2,7832.92,,8953.65
258,2261,2022-12-28,10237.97,1,3,3,,12372.25,10237.97
258,781,2023-03-31,12372.25,2,2,2,10237.97,18733.33,22610.22
258,3374,2023-09-15,18733.33,3,1,1,12372.25,,41343.55
259,1236,2024-01-05,24677.52,1,1,1,,19070.44,24677.52
259,2363,2024-03-11,19070.44,2,2,2,24677.52,4463.94,43747.96
259,90,2025-10-07,4463.94,3,3,3,19070.44,,48211.9
260,1108,2022-10-05,9519.84,1,3,3,,7615.64,9519.84
260,2952,2023-02-18,7615.64,2,4,4,9519.84,1935.51,17135.48
260,1950,2023-05-04,1935.51,3,6,6,7615.64,3043.28,19070.99
260,2163,2023-05-13,3043.28,4,5,5,1935.51,14609.34,22114.27
260,821,2024-05-08,14609.34,5,1,1,3043.28,14352.6,36723.61
260,1491,2025-12-01,14352.6,6,2,2,14609.34,,51076.21
261,2255,2023-07-14,6078.65,1,3,3,,4690.37,6078.65
261,2890,2025-06-16,4690.37,2,4,4,6078.65,21537.26,10769.02
261,2318,2025-06-23,21537.26,3,1,1,4690.37,4224.97,32306.28
261,1387,2025-08-06,4224.97,4,5,5,21537.26,14789.06,36531.25
261,1497,2026-05-23,14789.06,5,2,2,4224.97,,51320.31
262,1973,2023-06-20,345.26,1,1,1,,,345.26
263,2611,2025-09-13,17675.89,1,1,1,,,17675.89
264,2817,2022-09-05,21408.69,1,1,1,,19765.74,21408.69
264,2039,2023-06-26,19765.74,2,2,2,21408.69,11816.37,41174.43
264,1194,2024-07-02,11816.37,3,3,3,19765.74,11431.97,52990.8
264,134,2024-07-22,11431.97,4,4,4,11816.37,,64422.77
266,621,2023-03-11,13046.53,1,1,1,,,13046.53
268,2475,2023-05-20,8058.05,1,1,1,,4150.92,8058.05
268,2762,2023-12-14,4150.92,2,2,2,8058.05,,12208.97
269,1385,2022-10-31,14636.24,1,1,1,,7546.88,14636.24
269,2977,2024-12-17,7546.88,2,2,2,14636.24,,22183.12
270,1894,2025-09-01,6163.1,1,2,2,,9118.67,6163.1
270,2883,2026-07-09,9118.67,2,1,1,6163.1,,15281.77
271,2172,2023-10-02,12680.14,1,4,4,,19509.64,12680.14
271,3251,2023-11-14,19509.64,2,2,2,12680.14,20302.08,32189.78
271,514,2024-10-26,20302.08,3,1,1,19509.64,18017.45,52491.86
271,3319,2025-01-05,18017.45,4,3,3,20302.08,3204.7,70509.31
271,1715,2026-08-06,3204.7,5,5,5,18017.45,,73714.01
272,1882,2024-02-19,5399.96,1,2,2,,2363.84,5399.96
272,1839,2024-03-29,2363.84,2,3,3,5399.96,10464.02,7763.8
272,1447,2025-03-05,10464.02,3,1,1,2363.84,,18227.82
273,2204,2024-10-28,12446.93,1,1,1,,,12446.93
274,1335,2023-03-13,8017.9,1,2,2,,8338.28,8017.9
274,795,2023-05-17,8338.28,2,1,1,8017.9,3968.58,16356.18
274,2171,2024-02-18,3968.58,3,3,3,8338.28,,20324.76
275,1437,2022-12-19,13541.97,1,2,2,,16227.92,13541.97
275,2734,2023-04-20,16227.92,2,1,1,13541.97,,29769.89
276,1064,2023-08-14,9465.01,1,2,2,,15996.2,9465.01
276,350,2025-06-18,15996.2,2,1,1,9465.01,,25461.21
277,1764,2024-04-04,14191.39,1,1,1,,,14191.39
278,2176,2022-09-28,5325.4,1,3,3,,15256.75,5325.4
278,1652,2023-12-13,15256.75,2,1,1,5325.4,10724.41,20582.15
278,1012,2024-05-14,10724.41,3,2,2,15256.75,,31306.56
279,2505,2024-11-15,9486.44,1,1,1,,8010.18,9486.44
279,89,2024-12-23,8010.18,2,2,2,9486.44,8009.39,17496.62
279,1976,2026-01-21,8009.39,3,3,3,8010.18,,25506.01
281,1868,2023-06-21,11040.33,1,1,1,,,11040.33
283,87,2022-11-12,20737.83,1,1,1,,2033.0,20737.83
283,2388,2023-05-29,2033.0,2,3,3,20737.83,9101.26,22770.83
283,132,2024-02-17,9101.26,3,2,2,2033.0,1123.42,31872.09
283,1842,2025-12-03,1123.42,4,4,4,9101.26,,32995.51
