order_item_id,order_id,product_id,quantity,unit_price,discount,line_total,item_id,discount_percent
1497,438,317,6,1233.51,0.0,7401.06,1497,0.0
1498,438,145,1,577.36,0.0,577.36,1498,0.0
1499,438,404,7,1158.9,0.0,8112.3,1499,0.0
1500,438,233,4,1462.8,0.0,5851.2,1500,0.0
1501,438,103,7,1418.83,0.0,9931.81,1501,0.0
1502,438,387,1,636.03,0.0,636.03,1502,0.0
1503,439,190,2,113.98,0.0,227.96,1503,0.0
1509,441,140,1,1418.25,0.0,1418.25,1509,0.0
1510,441,1,8,1252.72,0.0,10021.76,1510,0.0
1511,441,220,8,185.66,0.28,1069.4,1511,0.28
1516,443,443,1,41.61,0.0,41.61,1516,0.0
1517,443,293,4,796.84,0.0,3187.36,1517,0.0
1518,443,37,1,1045.89,0.0,1045.89,1518,0.0
1520,444,344,6,600.64,0.0,3603.84,1520,0.0
1521,445,114,4,1015.17,0.0,4060.68,1521,0.0
1522,446,248,2,1277.59,0.0,2555.18,1522,0.0
1523,446,258,8,501.31,0.0,4010.48,1523,0.0
1524,446,39,4,32.69,0.0,130.76,1524,0.0
1525,446,175,2,128.26,0.0,256.52,1525,0.0
1526,446,483,5,880.63,0.0,4403.15,1526,0.0
1527,447,82,2,619.63,0.0,1239.26,1527,0.0
1528,447,473,5,1050.7,0.0,5253.5,1528,0.0
1529,447,492,5,1485.46,0.29,5273.38,1529,0.29
1530,448,365,3,1286.15,0.0,3858.45,1530,0.0
1531,448,15,7,946.17,0.0,6623.19,1531,0.0
1532,448,356,1,1229.66,0.0,1229.66,1532,0.0
1533,448,198,4,1034.52,0.0,4138.08,1533,0.0
1534,448,61,3,528.32,0.0,1584.96,1534,0.0
1535,448,377,6,623.79,0.0,3742.74,1535,0.0
1540,450,276,2,1371.68,0.0,2743.36,1540,0.0
1541,450,333,8,143.06,0.0,1144.48,1541,0.0
1542,450,467,3,252.6,0.1,682.02,1542,0.1
1543,450,83,1,1446.52,0.0,1446.52,1543,0.0
1544,450,297,4,1348.09,0.0,5392.36,1544,0.0
1545,451,401,4,255.41,0.0,1021.64,1545,0.0
1546,452,247,2,1225.57,0.0,2451.14,1546,0.0
1547,453,231,2,1280.84,0.0,2561.68,1547,0.0
1548,453,260,7,1221.01,0.0,8547.07,1548,0.0
1549,453,379,7,911.44,0.0,6380.08,1549,0.0
1550,453,237,6,1480.82,0.0,8884.92,1550,0.0
1551,453,97,6,693.51,0.0,4161.06,1551,0.0
1552,454,134,6,1008.28,0.25,4537.26,1552,0.25
1553,454,106,1,1190.32,0.0,1190.32,1553,0.0
1554,454,469,3,682.4,0.0,2047.2,1554,0.0
1555,454,275,2,895.07,0.0,1790.14,1555,0.0
1556,454,148,7,1230.79,0.0,8615.53,1556,0.0
1557,454,129,8,822.76,0.0,6582.08,1557,0.0
1558,455,231,4,172.39,0.22,537.86,1558,0.22
1559,455,434,2,1306.11,0.0,2612.22,1559,0.0
1560,455,246,5,1040.15,0.0,5200.75,1560,0.0
1561,455,413,6,742.77,0.15,3788.13,1561,0.15
1562,455,324,5,1309.19,0.0,6545.95,1562,0.0
1563,455,123,7,25.43,0.0,178.01,1563,0.0
1564,456,335,5,1374.78,0.0,6873.9,1564,0.0
1565,456,238,4,1238.4,0.0,4953.6,1565,0.0
1566,456,250,1,848.32,0.0,848.32,1566,0.0
1567,456,105,5,1238.83,0.0,6194.15,1567,0.0
1568,457,469,2,1115.5,0.0,2231.0,1568,0.0
1569,457,191,4,537.16,0.0,2148.64,1569,0.0
1570,457,215,4,241.01,0.0,964.04,1570,0.0
1571,458,158,8,700.73,0.0,5605.84,1571,0.0
1572,459,378,7,1185.64,0.0,8299.48,1572,0.0
1573,460,267,4,1113.05,0.0,4452.2,1573,0.0
1574,460,356,1,453.23,0.0,453.23,1574,0.0
1575,461,111,4,49.98,0.0,199.92,1575,0.0
1576,461,51,8,1094.63,0.0,8757.04,1576,0.0
1577,461,472,1,1329.83,0.0,1329.83,1577,0.0
1578,462,341,7,647.28,0.0,4530.96,1578,0.0
1579,462,298,4,1487.66,0.0,5950.64,1579,0.0
1580,463,347,1,1448.39,0.0,1448.39,1580,0.0
1581,463,382,5,58.54,0.0,292.7,1581,0.0
1582,463,414,5,251.68,0.0,1258.4,1582,0.0
1583,463,270,7,614.39,0.0,4300.73,1583,0.0
1584,464,3,3,862.72,0.36,1656.42,1584,0.36
1585,464,69,2,375.57,0.0,751.14,1585,0.0
1586,464,417,2,963.37,0.0,1926.74,1586,0.0
1587,464,45,7,1354.29,0.0,9480.03,1587,0.0
1588,464,19,8,775.29,0.0,6202.32,1588,0.0
1589,464,173,4,490.65,0.0,1962.6,1589,0.0
1590,465,313,7,333.31,0.0,2333.17,1590,0.0
1591,465,6,1,430.21,0.28,309.75,1591,0.28
1592,466,91,1,1206.6,0.0,1206.6,1592,0.0
1593,466,304,1,756.5,0.17,627.9,1593,0.17
1594,466,275,5,358.42,0.0,1792.1,1594,0.0
1595,466,23,5,1388.26,0.0,6941.3,1595,0.0
1596,466,361,5,397.79,0.0,1988.95,1596,0.0
1597,466,380,3,609.78,0.0,1829.34,1597,0.0
1598,467,29,5,1371.62,0.0,6858.1,1598,0.0
1599,468,331,2,149.37,0.0,298.74,1599,0.0
1600,469,319,5,605.4,0.0,3027.0,1600,0.0
1602,469,382,8,104.4,0.0,835.2,1602,0.0
1604,470,14,3,1119.44,0.0,3358.32,1604,0.0
1605,471,70,1,1386.63,0.0,1386.63,1605,0.0
1606,471,153,2,770.54,0.0,1541.08,1606,0.0
1607,471,109,4,742.06,0.06,2790.15,1607,0.06
1608,471,327,2,1270.26,0.0,2540.52,1608,0.0
1609,472,107,6,1213.96,0.0,7283.76,1609,0.0
1610,472,166,6,1394.7,0.0,8368.2,1610,0.0
1611,472,148,8,444.77,0.0,3558.16,1611,0.0
1612,473,375,5,547.36,0.0,2736.8,1612,0.0
1613,473,414,1,747.83,0.0,747.83,1613,0.0
1614,473,359,1,6.48,0.0,6.48,1614,0.0
1615,473,220,6,1346.02,0.0,8076.12,1615,0.0
1616,474,331,7,713.79,0.0,4996.53,1616,0.0
1617,474,372,1,1365.2,0.0,1365.2,1617,0.0
1618,474,28,4,396.44,0.0,1585.76,1618,0.0
1619,474,252,2,364.22,0.0,728.44,1619,0.0
1620,474,104,4,189.21,0.0,756.84,1620,0.0
1621,474,138,1,44.32,0.0,44.32,1621,0.0
1622,475,97,4,300.02,0.0,1200.08,1622,0.0
1623,475,309,7,289.31,0.0,2025.17,1623,0.0
1624,475,370,5,1209.13,0.0,6045.65,1624,0.0
1625,476,42,4,190.91,0.0,763.64,1625,0.0
1626,476,350,1,1450.36,0.0,1450.36,1626,0.0
1627,477,14,8,777.19,0.0,6217.52,1627,0.0
1628,477,440,7,627.38,0.0,4391.66,1628,0.0
1629,477,198,5,53.55,0.0,267.75,1629,0.0
1630,477,278,2,71.65,0.0,143.3,1630,0.0
1631,477,433,1,1444.76,0.0,1444.76,1631,0.0
1637,479,423,8,243.02,0.0,1944.16,1637,0.0
1638,480,71,4,945.98,0.0,3783.92,1638,0.0
1639,480,358,1,416.91,0.36,266.82,1639,0.36
1640,480,53,6,890.99,0.0,5345.94,1640,0.0
1641,480,484,3,735.05,0.0,2205.15,1641,0.0
1642,481,479,6,580.42,0.0,3482.52,1642,0.0
1643,481,458,4,115.9,0.0,463.6,1643,0.0
1644,481,31,1,113.02,0.0,113.02,1644,0.0
1645,481,68,7,562.98,0.0,3940.86,1645,0.0
1646,481,299,8,756.88,0.0,6055.04,1646,0.0
1647,482,147,8,1350.91,0.0,10807.28,1647,0.0
1648,482,324,5,837.74,0.0,4188.7,1648,0.0
1649,482,289,2,789.8,0.0,1579.6,1649,0.0
1650,482,151,2,1218.55,0.0,2437.1,1650,0.0
1651,482,232,5,887.84,0.0,4439.2,1651,0.0
1652,483,448,4,1283.04,0.0,5132.16,1652,0.0
1653,483,264,5,746.83,0.0,3734.15,1653,0.0
1654,484,315,4,318.25,0.0,1273.0,1654,0.0
1655,484,338,5,377.85,0.0,1889.25,1655,0.0
1657,485,453,6,1462.01,0.0,8772.06,1657,0.0
1658,485,288,7,359.56,0.0,2516.92,1658,0.0
1659,485,191,4,400.45,0.0,1601.8,1659,0.0
1672,488,315,8,1044.65,0.0,8357.2,1672,0.0
1673,488,116,8,1112.93,0.0,8903.44,1673,0.0
1674,488,171,5,105.66,0.0,528.3,1674,0.0
1675,488,452,8,1219.04,0.0,9752.32,1675,0.0
1676,488,280,2,1490.43,0.0,2980.86,1676,0.0
1677,488,425,6,509.05,0.0,3054.3,1677,0.0
1678,489,478,6,138.71,0.0,832.26,1678,0.0
1679,489,279,2,1266.84,0.0,2533.68,1679,0.0
1680,489,251,1,608.64,0.0,608.64,1680,0.0
1681,490,232,2,292.05,0.0,584.1,1681,0.0
1682,490,401,5,1169.79,0.0,5848.95,1682,0.0
1683,490,196,6,919.55,0.0,5517.3,1683,0.0
1684,490,181,1,223.04,0.0,223.04,1684,0.0
1691,492,124,5,762.37,0.0,3811.85,1691,0.0
1692,492,361,1,188.9,0.0,188.9,1692,0.0
1693,492,227,1,451.34,0.0,451.34,1693,0.0
1694,492,229,2,1441.89,0.0,2883.78,1694,0.0
1695,492,232,1,798.31,0.0,798.31,1695,0.0
1696,492,276,3,734.86,0.0,2204.58,1696,0.0
1697,493,482,8,263.46,0.28,1517.53,1697,0.28
1698,493,137,2,218.3,0.0,436.6,1698,0.0
1699,493,12,7,280.64,0.0,1964.48,1699,0.0
1700,493,374,5,773.54,0.26,2862.1,1700,0.26
1701,493,63,1,456.13,0.0,456.13,1701,0.0
1702,494,401,4,42.23,0.0,168.92,1702,0.0
1703,494,443,3,1214.88,0.0,3644.64,1703,0.0
1704,494,204,2,1185.43,0.0,2370.86,1704,0.0
1705,494,214,5,600.89,0.0,3004.45,1705,0.0
1706,494,131,1,1046.33,0.0,1046.33,1706,0.0
1707,495,359,5,1202.6,0.0,6013.0,1707,0.0
1708,495,469,7,652.27,0.1,4109.3,1708,0.1
1709,495,20,3,834.06,0.0,2502.18,1709,0.0
1710,495,52,1,1224.6,0.0,1224.6,1710,0.0
1711,495,313,3,274.99,0.0,824.97,1711,0.0
1712,495,10,7,889.26,0.0,6224.82,1712,0.0
1713,496,132,6,656.16,0.0,3936.96,1713,0.0
1714,496,272,5,1387.72,0.0,6938.6,1714,0.0
1715,496,89,8,835.62,0.22,5214.27,1715,0.22
1716,497,19,1,1396.98,0.0,1396.98,1716,0.0
1717,497,375,2,226.5,0.2,362.4,1717,0.2
1718,497,321,3,1295.85,0.06,3654.3,1718,0.06
1719,497,495,7,778.82,0.0,5451.74,1719,0.0
1720,498,435,3,449.97,0.0,1349.91,1720,0.0
1721,498,30,5,1044.35,0.0,5221.75,1721,0.0
1722,499,216,5,543.26,0.35,1765.6,1722,0.35
1723,500,135,4,548.79,0.0,2195.16,1723,0.0
1724,500,158,7,139.54,0.0,976.78,1724,0.0
1725,501,472,4,920.58,0.0,3682.32,1725,0.0
1726,501,245,8,991.57,0.0,7932.56,1726,0.0
1727,501,254,8,1055.41,0.0,8443.28,1727,0.0
1728,501,53,5,170.35,0.0,851.75,1728,0.0
1729,501,360,6,953.85,0.29,4063.4,1729,0.29
1730,501,62,1,933.23,0.0,933.23,1730,0.0
1731,502,172,2,1146.58,0.0,2293.16,1731,0.0
1732,503,298,2,688.63,0.0,1377.26,1732,0.0
1733,503,385,6,816.66,0.0,4899.96,1733,0.0
1734,503,255,6,1354.8,0.0,8128.8,1734,0.0
1735,503,191,7,1453.13,0.3,7120.34,1735,0.3
1740,506,78,4,1240.63,0.0,4962.52,1740,0.0
1741,506,363,8,470.76,0.0,3766.08,1741,0.0
1742,507,62,2,750.47,0.0,1500.94,1742,0.0
1743,507,92,2,819.86,0.0,1639.72,1743,0.0
1744,507,392,6,598.91,0.0,3593.46,1744,0.0
1745,507,237,4,1168.74,0.0,4674.96,1745,0.0
1746,507,497,3,585.39,0.0,1756.17,1746,0.0
1747,508,57,7,26.62,0.13,162.12,1747,0.13
1749,508,306,5,97.17,0.0,485.85,1749,0.0
1750,508,246,2,1441.24,0.0,2882.48,1750,0.0
1751,508,126,5,9.8,0.0,49.0,1751,0.0
1752,509,180,3,641.55,0.0,1924.65,1752,0.0
1753,509,382,7,784.16,0.0,5489.12,1753,0.0
1755,509,66,6,294.68,0.0,1768.08,1755,0.0
1756,509,468,7,868.13,0.0,6076.91,1756,0.0
1757,509,172,1,913.79,0.08,840.69,1757,0.08
1758,510,98,4,1240.81,0.0,4963.24,1758,0.0
1759,510,396,2,1212.76,0.0,2425.52,1759,0.0
1760,510,8,3,32.86,0.0,98.58,1760,0.0
1761,510,144,4,1270.74,0.0,5082.96,1761,0.0
1762,510,407,5,821.71,0.0,4108.55,1762,0.0
1763,510,160,4,934.35,0.0,3737.4,1763,0.0
1764,511,201,7,210.28,0.0,1471.96,1764,0.0
1765,512,241,8,1021.4,0.0,8171.2,1765,0.0
1767,512,185,8,1230.49,0.0,9843.92,1767,0.0
1768,513,311,5,199.28,0.0,996.4,1768,0.0
1769,513,254,6,398.61,0.0,2391.66,1769,0.0
1770,514,117,5,756.19,0.0,3780.95,1770,0.0
1771,514,146,1,302.61,0.0,302.61,1771,0.0
1772,514,351,7,204.64,0.0,1432.48,1772,0.0
1773,514,340,5,1210.88,0.0,6054.4,1773,0.0
1774,514,434,6,1301.22,0.0,7807.32,1774,0.0
1775,514,312,2,462.16,0.0,924.32,1775,0.0
1776,515,467,8,590.34,0.0,4722.72,1776,0.0
1777,515,64,4,250.23,0.0,1000.92,1777,0.0
1778,515,443,2,281.88,0.0,563.76,1778,0.0
1779,515,376,1,184.12,0.0,184.12,1779,0.0
1780,515,124,8,1286.85,0.0,10294.8,1780,0.0
1781,515,461,7,552.2,0.0,3865.4,1781,0.0
1782,516,290,4,1481.67,0.0,5926.68,1782,0.0
1783,516,320,6,919.02,0.0,5514.12,1783,0.0
1784,516,248,3,1214.13,0.0,3642.39,1784,0.0
1785,516,468,5,755.47,0.0,3777.35,1785,0.0
1786,516,464,3,758.42,0.0,2275.26,1786,0.0
1787,517,451,7,357.37,0.0,2501.59,1787,0.0
1788,517,15,7,914.57,0.07,5953.85,1788,0.07
1789,517,441,6,1326.39,0.0,7958.34,1789,0.0
1790,517,333,7,1257.49,0.36,5633.56,1790,0.36
1791,517,139,7,29.37,0.0,205.59,1791,0.0
1792,517,212,7,1022.84,0.19,5799.5,1792,0.19
1793,518,479,1,612.8,0.0,612.8,1793,0.0
1794,518,280,3,239.54,0.0,718.62,1794,0.0
1795,518,140,1,1299.1,0.0,1299.1,1795,0.0
1796,519,89,8,884.44,0.0,7075.52,1796,0.0
1797,519,344,8,643.72,0.39,3141.35,1797,0.39
1798,519,486,5,961.99,0.0,4809.95,1798,0.0
1799,519,349,5,277.65,0.16,1166.13,1799,0.16
1800,519,451,1,280.83,0.0,280.83,1800,0.0
1801,520,186,2,529.36,0.23,815.21,1801,0.23
1802,521,39,6,224.58,0.0,1347.48,1802,0.0
1803,522,135,1,1400.39,0.0,1400.39,1803,0.0
1804,522,402,4,23.08,0.0,92.32,1804,0.0
1805,523,449,1,632.56,0.0,632.56,1805,0.0
1806,523,15,2,1048.12,0.0,2096.24,1806,0.0
1807,523,50,5,1488.99,0.0,7444.95,1807,0.0
1808,523,455,4,168.15,0.12,591.89,1808,0.12
1809,523,462,3,394.45,0.0,1183.35,1809,0.0
1810,524,450,2,580.08,0.0,1160.16,1810,0.0
1811,524,277,6,1444.86,0.0,8669.16,1811,0.0
1812,524,333,7,616.84,0.0,4317.88,1812,0.0
1818,526,59,5,1498.3,0.0,7491.5,1818,0.0
1819,526,477,1,926.11,0.08,852.02,1819,0.08
1820,526,35,2,1044.12,0.0,2088.24,1820,0.0
1821,526,387,1,419.34,0.21,331.28,1821,0.21
1822,527,131,4,205.13,0.0,820.52,1822,0.0
1823,527,499,2,16.31,0.0,32.62,1823,0.0
1824,527,140,3,110.92,0.0,332.76,1824,0.0
1828,529,98,5,72.12,0.0,360.6,1828,0.0
1829,529,477,3,888.33,0.0,2664.99,1829,0.0
1830,529,312,4,1190.58,0.0,4762.32,1830,0.0
1831,529,419,4,332.82,0.0,1331.28,1831,0.0
1832,529,170,6,864.02,0.0,5184.12,1832,0.0
1833,529,21,8,344.82,0.0,2758.56,1833,0.0
1834,530,396,2,1123.93,0.0,2247.86,1834,0.0
1835,530,25,1,480.59,0.0,480.59,1835,0.0
1836,530,338,8,705.37,0.1,5078.66,1836,0.1
1837,530,304,7,883.41,0.0,6183.87,1837,0.0
1838,531,16,8,1130.05,0.0,9040.4,1838,0.0
1839,531,254,4,607.55,0.0,2430.2,1839,0.0
1840,531,431,7,1153.62,0.0,8075.34,1840,0.0
1841,531,93,5,259.34,0.0,1296.7,1841,0.0
1842,532,167,5,1432.97,0.0,7164.85,1842,0.0
1843,532,207,6,1476.08,0.0,8856.48,1843,0.0
1844,532,37,4,491.37,0.15,1670.66,1844,0.15
1845,532,108,6,624.96,0.0,3749.76,1845,0.0
1846,532,133,5,149.32,0.0,746.6,1846,0.0
1849,534,466,7,1248.37,0.0,8738.59,1849,0.0
1850,534,393,1,749.35,0.0,749.35,1850,0.0
1851,534,257,1,31.64,0.1,28.48,1851,0.1
1852,534,387,8,1376.54,0.18,9030.1,1852,0.18
1853,534,477,5,657.28,0.0,3286.4,1853,0.0
1854,534,32,6,865.1,0.18,4256.29,1854,0.18
1855,535,150,6,1438.89,0.0,8633.34,1855,0.0
1856,535,74,6,879.62,0.09,4802.73,1856,0.09
1857,535,259,8,1315.34,0.07,9786.13,1857,0.07
1858,535,482,2,615.02,0.16,1033.23,1858,0.16
1859,535,130,2,366.44,0.0,732.88,1859,0.0
1860,535,197,6,1429.23,0.0,8575.38,1860,0.0
1861,536,373,1,751.94,0.0,751.94,1861,0.0
1862,536,195,1,100.02,0.0,100.02,1862,0.0
1863,536,223,2,141.88,0.0,283.76,1863,0.0
1864,536,314,3,1486.37,0.0,4459.11,1864,0.0
1865,536,397,1,90.09,0.08,82.88,1865,0.08
1866,536,117,5,103.07,0.0,515.35,1866,0.0
1867,537,389,7,1016.62,0.0,7116.34,1867,0.0
1868,537,67,6,1186.31,0.0,7117.86,1868,0.0
1869,538,123,4,1195.73,0.0,4782.92,1869,0.0
1870,538,333,8,704.71,0.0,5637.68,1870,0.0
1871,538,497,7,966.94,0.0,6768.58,1871,0.0
1872,538,12,5,412.35,0.09,1876.19,1872,0.09
1873,538,4,7,1411.55,0.0,9880.85,1873,0.0
1874,539,263,5,564.83,0.0,2824.15,1874,0.0
1875,539,149,5,111.27,0.0,556.35,1875,0.0
1876,539,47,7,167.27,0.36,749.37,1876,0.36
1877,539,109,1,344.77,0.0,344.77,1877,0.0
1878,539,40,4,633.54,0.0,2534.16,1878,0.0
1879,540,353,3,267.99,0.12,707.49,1879,0.12
1880,540,474,2,327.97,0.0,655.94,1880,0.0
1881,540,375,8,980.6,0.0,7844.8,1881,0.0
1882,540,33,2,1233.78,0.0,2467.56,1882,0.0
1883,540,11,3,955.56,0.0,2866.68,1883,0.0
1884,540,280,4,1360.48,0.0,5441.92,1884,0.0
1885,541,92,4,789.35,0.0,3157.4,1885,0.0
1886,541,397,7,271.68,0.0,1901.76,1886,0.0
1887,541,146,5,1084.86,0.0,5424.3,1887,0.0
1888,541,325,5,1159.88,0.3,4059.58,1888,0.3
1889,542,451,1,1243.36,0.0,1243.36,1889,0.0
1890,543,475,5,813.61,0.0,4068.05,1890,0.0
1891,543,282,4,507.11,0.0,2028.44,1891,0.0
1892,544,201,7,1171.43,0.0,8200.01,1892,0.0
1893,544,428,5,852.19,0.0,4260.95,1893,0.0
1894,544,453,3,92.01,0.0,276.03,1894,0.0
1895,544,343,8,134.87,0.0,1078.96,1895,0.0
1896,544,361,7,789.29,0.0,5525.03,1896,0.0
1897,545,411,6,26.19,0.07,146.14,1897,0.07
1898,545,91,4,22.19,0.0,88.76,1898,0.0
1899,545,472,6,1204.96,0.0,7229.76,1899,0.0
1900,545,186,5,773.65,0.0,3868.25,1900,0.0
1901,545,148,7,477.74,0.09,3043.2,1901,0.09
1902,546,268,7,954.8,0.0,6683.6,1902,0.0
1903,546,467,8,638.84,0.0,5110.72,1903,0.0
1904,546,495,1,326.47,0.0,326.47,1904,0.0
1905,546,153,8,1461.94,0.0,11695.52,1905,0.0
1906,547,106,5,707.53,0.0,3537.65,1906,0.0
1907,547,69,8,753.97,0.0,6031.76,1907,0.0
1908,548,183,5,500.86,0.36,1602.75,1908,0.36
1909,548,267,3,670.17,0.0,2010.51,1909,0.0
1910,548,490,6,1449.63,0.0,8697.78,1910,0.0
1911,548,191,1,1312.86,0.0,1312.86,1911,0.0
1912,548,89,7,142.33,0.0,996.31,1912,0.0
1913,549,225,8,193.87,0.37,977.1,1913,0.37
1914,549,41,2,1111.41,0.0,2222.82,1914,0.0
1915,549,287,8,651.07,0.0,5208.56,1915,0.0
1916,549,191,2,1139.77,0.0,2279.54,1916,0.0
1917,549,163,8,470.28,0.0,3762.24,1917,0.0
1918,550,406,8,190.26,0.0,1522.08,1918,0.0
1919,550,353,1,221.79,0.12,195.18,1919,0.12
1920,550,56,5,885.71,0.0,4428.55,1920,0.0
1921,550,303,1,802.37,0.34,529.56,1921,0.34
1922,550,212,7,1381.11,0.0,9667.77,1922,0.0
1923,550,17,3,393.74,0.0,1181.22,1923,0.0
1929,552,94,8,1463.29,0.0,11706.32,1929,0.0
1930,552,125,1,13.15,0.0,13.15,1930,0.0
1931,552,381,6,725.28,0.39,2654.52,1931,0.39
1932,552,448,6,221.09,0.0,1326.54,1932,0.0
1933,552,330,6,1297.41,0.0,7784.46,1933,0.0
1934,552,425,1,433.82,0.0,433.82,1934,0.0
1935,553,15,3,1462.96,0.0,4388.88,1935,0.0
1936,554,443,5,372.63,0.0,1863.15,1936,0.0
1937,554,369,3,1241.13,0.0,3723.39,1937,0.0
1938,554,401,7,1334.89,0.0,9344.23,1938,0.0
1939,555,322,2,1283.42,0.0,2566.84,1939,0.0
1940,555,408,1,58.01,0.37,36.55,1940,0.37
1941,556,329,2,1314.95,0.0,2629.9,1941,0.0
1942,556,9,1,860.65,0.0,860.65,1942,0.0
1943,557,287,6,1300.09,0.27,5694.39,1943,0.27
1944,557,4,3,1079.18,0.0,3237.54,1944,0.0
1945,558,113,7,422.69,0.18,2426.24,1945,0.18
1946,559,97,1,1260.84,0.0,1260.84,1946,0.0
1947,559,496,3,251.76,0.0,755.28,1947,0.0
1948,559,376,1,1457.57,0.11,1297.24,1948,0.11
1949,559,416,3,1341.56,0.0,4024.68,1949,0.0
1950,559,145,8,1213.28,0.1,8735.62,1950,0.1
1951,560,201,1,217.21,0.34,143.36,1951,0.34
1952,561,1,8,1294.83,0.0,10358.64,1952,0.0
1953,562,277,5,1068.98,0.0,5344.9,1953,0.0
1954,562,317,2,1303.89,0.0,2607.78,1954,0.0
1955,562,249,1,1128.16,0.0,1128.16,1955,0.0
1956,562,56,4,122.13,0.0,488.52,1956,0.0
1957,562,150,1,841.94,0.0,841.94,1957,0.0
1958,562,71,7,49.37,0.0,345.59,1958,0.0
1959,563,316,3,1035.94,0.0,3107.82,1959,0.0
1960,564,499,8,1116.19,0.0,8929.52,1960,0.0
1961,564,327,6,1144.03,0.0,6864.18,1961,0.0
1962,564,228,2,1206.82,0.34,1593.0,1962,0.34
1964,564,383,8,640.86,0.0,5126.88,1964,0.0
1970,566,381,8,603.31,0.0,4826.48,1970,0.0
1971,566,263,4,450.13,0.0,1800.52,1971,0.0
1972,566,107,3,181.22,0.0,543.66,1972,0.0
1973,566,365,1,391.86,0.0,391.86,1973,0.0
1974,566,315,4,926.07,0.24,2815.25,1974,0.24
1975,566,187,8,1414.93,0.0,11319.44,1975,0.0
1979,568,463,3,505.9,0.0,1517.7,1979,0.0
1980,568,257,5,1239.53,0.0,6197.65,1980,0.0
1981,568,211,1,39.74,0.0,39.74,1981,0.0
1982,569,498,7,761.82,0.2,4266.19,1982,0.2
1983,569,471,6,161.52,0.0,969.12,1983,0.0
1984,569,446,5,1467.73,0.0,7338.65,1984,0.0
1985,570,190,6,77.29,0.0,463.74,1985,0.0
1986,570,349,4,597.66,0.0,2390.64,1986,0.0
1988,570,136,8,759.13,0.0,6073.04,1988,0.0
1989,571,348,7,1051.65,0.0,7361.55,1989,0.0
1990,571,337,7,1353.46,0.0,9474.22,1990,0.0
1991,571,206,7,674.18,0.0,4719.26,1991,0.0
1992,571,44,7,279.58,0.0,1957.06,1992,0.0
1993,571,457,7,1376.6,0.0,9636.2,1993,0.0
1994,571,258,2,899.73,0.0,1799.46,1994,0.0
1995,572,228,5,1110.45,0.0,5552.25,1995,0.0
1996,572,29,8,72.45,0.0,579.6,1996,0.0
1997,572,110,6,1458.48,0.0,8750.88,1997,0.0
1998,573,345,6,958.08,0.0,5748.48,1998,0.0
1999,573,322,2,743.53,0.0,1487.06,1999,0.0
2000,573,4,6,43.33,0.0,259.98,2000,0.0
2001,573,437,4,610.08,0.0,2440.32,2001,0.0
2008,576,234,3,869.53,0.0,2608.59,2008,0.0
2012,578,204,3,1113.13,0.0,3339.39,2012,0.0
2013,579,33,1,540.91,0.0,540.91,2013,0.0
2018,581,130,1,1241.08,0.0,1241.08,2018,0.0
2019,581,276,3,1295.84,0.0,3887.52,2019,0.0
2020,581,135,6,39.78,0.0,238.68,2020,0.0
2021,581,441,4,202.67,0.0,810.68,2021,0.0
2022,581,39,6,554.8,0.0,3328.8,2022,0.0
2023,581,328,4,297.12,0.09,1081.52,2023,0.09
2024,582,317,4,301.99,0.0,1207.96,2024,0.0
2025,582,447,6,503.46,0.0,3020.76,2025,0.0
2026,582,21,1,409.34,0.0,409.34,2026,0.0
2027,582,62,7,190.02,0.0,1330.14,2027,0.0
2028,583,135,4,1334.83,0.0,5339.32,2028,0.0
2029,583,166,3,798.47,0.0,2395.41,2029,0.0
2030,584,393,8,1032.95,0.0,8263.6,2030,0.0
2031,584,451,2,49.4,0.19,80.03,2031,0.19
2032,584,393,7,968.32,0.0,6778.24,2032,0.0
2033,584,166,4,612.7,0.0,2450.8,2033,0.0
2034,585,58,6,33.23,0.0,199.38,2034,0.0
2035,585,348,1,323.5,0.0,323.5,2035,0.0
2036,585,93,4,347.01,0.0,1388.04,2036,0.0
2037,585,21,7,1454.54,0.17,8450.88,2037,0.17
2038,585,23,6,1416.46,0.0,8498.76,2038,0.0
2039,585,170,2,338.07,0.0,676.14,2039,0.0
2040,586,38,5,680.12,0.0,3400.6,2040,0.0
2041,586,100,5,1104.73,0.0,5523.65,2041,0.0
2042,587,66,1,1351.4,0.0,1351.4,2042,0.0
2043,587,491,8,997.19,0.0,7977.52,2043,0.0
2044,587,9,3,1136.0,0.0,3408.0,2044,0.0
2045,587,400,3,944.86,0.0,2834.58,2045,0.0
2046,587,89,5,1179.92,0.0,5899.6,2046,0.0
2047,588,333,1,805.86,0.32,547.98,2047,0.32
2048,588,396,6,1056.21,0.0,6337.26,2048,0.0
2049,588,303,6,18.35,0.0,110.1,2049,0.0
2050,588,15,5,1464.3,0.23,5637.56,2050,0.23
2051,588,150,5,969.79,0.0,4848.95,2051,0.0
2052,589,469,4,947.59,0.0,3790.36,2052,0.0
2053,590,199,1,999.54,0.0,999.54,2053,0.0
2054,590,284,5,283.64,0.0,1418.2,2054,0.0
2055,590,135,5,149.58,0.0,747.9,2055,0.0
2056,590,260,2,602.69,0.23,928.14,2056,0.23
2057,590,308,7,1101.15,0.0,7708.05,2057,0.0
2058,590,33,8,1157.79,0.0,9262.32,2058,0.0
2059,591,61,7,418.48,0.0,2929.36,2059,0.0
2060,591,112,1,958.97,0.0,958.97,2060,0.0
